mode,family,count,ref3_nmse_mean,learned_nmse_mean,ref3_psnr_mean,learned_psnr_mean,ref3_ssim_mean,learned_ssim_mean,nmse_gain_vs_ref3
M2,L-shape,24,5.324878338200795,0.7936766503650824,22.97106558589216,29.826607318252343,0.16587793065753154,0.6030924611757821,4.531201687835713
M2,cross,24,3.7309385264266552,0.7635879244877101,24.18463756110388,30.0202298798162,0.22257632954455744,0.5890532660075292,2.967350601938945
M2,double-line,24,5.213236955245104,0.8218833508909142,22.696929467853124,29.55579056690082,0.15571934939203916,0.5741177896549104,4.39135360435419
M2,line,24,5.025149796823082,0.7918820935428394,24.765705798297773,31.726436351190785,0.23945566274049682,0.6632771517973007,4.2332677032802435
M2,point_cluster,24,11.3377188683045,1.015051589062367,24.346086873920175,33.986737732341105,0.1839139881529166,0.7102821686506218,10.32266727924213
M2,small_rect_edge,24,3.9840853781480963,0.7823400448125173,24.53354974288784,30.83724035580683,0.21457131477498484,0.6192565203619912,3.2017453333355785
