category,method,num_seeds,num_test_samples,NMSE_mean,NMSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,MAE_mean,MAE_std,runtime_per_sample_mean,runtime_per_sample_std,network_runtime_per_sample_mean,end_to_end_runtime_per_sample_mean,speedup_vs_BP_mean,source,notes
Exact / high-quality physical baseline,BP,1,100,2.281246583716457,1.3768059335834224,27.224140213755554,1.6911053596334664,0.44187542904907523,0.08650161340982249,0.006751917810179293,0.0024281790165538533,28.11324560003821,15.42543356743809,,28.11324560003821,1.0,workspace.eval.task_real_struc_003a_table1.true_bp_exact_k_domain,Exact true k-domain voxel-wise BP recomputed in this run; independently peak-normalized after fitting to 24^3.
Fast physical backbone,ref3,1,100,5.997081764777547,5.628085308960721,23.797283856458293,2.268127329863038,0.1851951384937236,0.10165039964499636,0.012322662975639104,0.0050104338286741205,0.33402124341926537,0.2350148765283962,,0.33402124341926537,84.16604079504698,workspace.recon.cyl_fast_reference_engine.reconstruct_cylindrical_reference(method='ref3'),Reference-surface reconstruction recomputed in this run.
Reduced-reference physical baseline,ref5,1,100,3.510261397140238,3.4252811884191057,25.625804280688076,2.0245267702762417,0.2894831973221749,0.08948314610938542,0.008538496845867485,0.003612579323492687,0.44590497758646963,0.3377095562894001,,0.44590497758646963,63.047615552994145,workspace.recon.cyl_fast_reference_engine.reconstruct_cylindrical_reference(method='ref5'),Reference-surface reconstruction recomputed in this run.
Reduced-reference physical baseline,ref7,1,100,3.1150165492201234,2.2866485592087993,26.01183418513533,1.835298619163708,0.316506125628011,0.08722454344912305,0.007875433114822954,0.0031993781423926785,0.5600641603878467,0.4385550470527863,,0.5600641603878467,50.19647316937701,workspace.recon.cyl_fast_reference_engine.reconstruct_cylindrical_reference(method='ref7'),Reference-surface reconstruction recomputed in this run.
Intermediate-reference physical baseline,ref9,1,100,2.803776449477663,1.7688769163392573,26.310757938670427,2.1604618283085086,0.3390008106413757,0.10137146281100255,0.00769633574411273,0.003661068425093946,0.670887184231542,0.5398377019001445,,0.670887184231542,41.904579876928366,workspace.recon.cyl_fast_reference_engine.reconstruct_cylindrical_reference(method='ref9'),Reference-surface reconstruction recomputed in this run.
Dense-reference physical baseline,ref31,1,100,2.5939188747578403,1.7759448896500936,26.701456970833007,2.0690644384283514,0.37783786213898446,0.10166211109420266,0.007229849763680249,0.0031741884134847175,1.9405901847704081,1.850166760675968,,1.9405901847704081,14.486956504608054,workspace.recon.cyl_fast_reference_engine.reconstruct_cylindrical_reference(method='BP'),"Dense 31-reference physical baseline using the full 0.00-0.30 m reference grid, recomputed in this run."
Learned compensation baseline,ref3 + residual U-Net,3,100,1.430389254938773,0.6033554866971013,29.237851097933245,1.2800642531391515,0.4497067916079797,0.051410919406367675,0.0029606131008282927,0.0015810082965630754,0.33497967823600144,8.526415744336702e-05,0.0009584348167360683,0.33497967823600144,83.92522719014535,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/checkpoints/S02_plain_residual_unet,S02 checkpoints reused from 001b; runtime is ref3 plus network inference.
Proposed method,ref3 + ReMiC-Net R04,3,100,1.0011023935477104,0.015592364067288228,30.152393901022617,0.06649376705812711,0.4848111224795926,0.0031191728571786695,0.0019695788591828508,0.00034727272703200137,0.3359598716627321,2.814945658948044e-06,0.0019386282434667617,0.3359598716627321,83.68036772040712,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_002b_film_variant_search/20260516_104031/checkpoints/R04_rsbfilm_env_productPcycDelta,R04 checkpoints reused from 002b; runtime is ref3 plus network inference.
