method,runtime_per_sample_mean,network_runtime_per_sample_mean,end_to_end_runtime_per_sample_mean
BP,28.11324560003821,,28.11324560003821
ref3,0.33402124341926537,,0.33402124341926537
ref5,0.44590497758646963,,0.44590497758646963
ref7,0.5600641603878467,,0.5600641603878467
ref9,0.670887184231542,,0.670887184231542
ref31,1.9405901847704081,,1.9405901847704081
ref3 + residual U-Net,0.33497967823600144,0.0009584348167360683,0.33497967823600144
ref3 + ReMiC-Net R04,0.3359598716627321,0.0019386282434667617,0.3359598716627321
