table_method,method,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample,network_runtime_per_sample,end_to_end_runtime_per_sample,source
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0001,small_rect_edge,1.0043357048513781,30.77838043301279,0.5236670511800036,0.0016311929794028401,0.20982899101363728,0.0008806879995972849,0.20982899101363728,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0002,small_rect_edge,1.01006865593956,27.67832987507765,0.34135519416214827,0.0023386627435684204,0.24879753800632898,0.0008779060008237138,0.24879753800632898,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0003,small_rect_edge,0.9745724164367655,30.621037468787208,0.5180363588898848,0.0016591714229434729,0.2543052100081695,0.0008767800027271733,0.2543052100081695,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0004,small_rect_edge,1.02422744237963,29.047393103601024,0.4397476297627661,0.0028137725312262774,0.27196947000629734,0.0008829959988361225,0.27196947000629734,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0005,small_rect_edge,1.0189209001750137,29.380313058966998,0.4679485128602424,0.002357089426368475,0.2686216310466989,0.0008866909993230365,0.2686216310466989,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0006,small_rect_edge,0.9745294848581266,30.07722183295956,0.48672038862282035,0.001684590708464384,0.25813973201729823,0.0008606990013504401,0.25813973201729823,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0007,small_rect_edge,1.0129364915279309,29.021859002203847,0.41616428456623444,0.0018822780111804605,0.2352309500274714,0.0008878480002749711,0.2352309500274714,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0008,small_rect_edge,1.0446579947474428,28.232435595012717,0.38194492102369554,0.0029351143166422844,0.2509604160040908,0.0009433929990336765,0.2509604160040908,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,small_rect_edge_test_0009,small_rect_edge,0.9851658020569659,30.960719406872983,0.5348550851872513,0.001423087902367115,0.2286972049951146,0.0009507219983788673,0.2286972049951146,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0000,point_cluster,1.039917911421757,32.74833379422205,0.6797095176078466,0.0012328819138929248,0.379981526039046,0.0008804270000837278,0.379981526039046,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0001,point_cluster,0.9913998837152617,31.70867961608621,0.5838642370060518,0.0018578812014311552,0.3394337510217156,0.0008808300008240622,0.3394337510217156,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0002,point_cluster,1.0747261999347095,35.29266052930381,0.7531500676004009,0.0010836339788511395,0.19385286898250342,0.0008621769993624184,0.19385286898250342,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0003,point_cluster,1.0533360208639606,35.63842148382093,0.7670911055022902,0.0008142756996676326,0.291415556010179,0.0008777959992585238,0.291415556010179,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0004,point_cluster,0.975348917407027,31.526789462123695,0.5806009967350786,0.002016352256760001,0.28910532701411285,0.0008910059987101704,0.28910532701411285,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0005,point_cluster,1.0052505148470374,31.343208155635907,0.5598652814236798,0.0018298322102054954,0.21763519796149922,0.0008786209982645232,0.21763519796149922,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0006,point_cluster,1.1215707286941599,34.569714212660465,0.7518635556760145,0.0009936788119375706,0.45172947796891094,0.0010350470001867507,0.45172947796891094,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0007,point_cluster,1.1655880510649785,34.942662214617684,0.7657267070179129,0.0012032852973788977,0.2161385670369782,0.0008832100029394496,0.2161385670369782,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0008,point_cluster,1.0408628448442283,34.576106488337594,0.7238913372260168,0.0011220885207876563,0.2136215509781323,0.0009431170001334976,0.2136215509781323,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0009,point_cluster,1.0925673008508014,35.69493362416316,0.8134100066041112,0.0008891209145076573,0.29205687399371527,0.0008850070007611066,0.29205687399371527,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0010,point_cluster,0.9744140272886805,31.39521608397349,0.567391528927555,0.001865700469352305,0.3378070469625527,0.0008826429984765127,0.3378070469625527,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0011,point_cluster,1.1457807411833738,34.3160333443281,0.7088905018801609,0.0014869706938043237,0.22684793696316774,0.0008907510018616449,0.22684793696316774,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0012,point_cluster,1.1348009209284171,33.10554945296174,0.6539302194819275,0.001637966837733984,0.26133823795680655,0.0008898739979485981,0.26133823795680655,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0013,point_cluster,1.1025421026543532,31.93666492588791,0.5872462315152468,0.0023249995429068804,0.3080153929986409,0.0008926730006351136,0.3080153929986409,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0014,point_cluster,1.0528851887787778,34.03794386374273,0.6964562651243302,0.0009794404031708837,0.2046780629789282,0.0009170599987555761,0.2046780629789282,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0015,point_cluster,1.1819619886735102,33.669749661646264,0.6751032650905203,0.0013546652626246214,0.26106559897380066,0.0008836300003167707,0.26106559897380066,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0016,point_cluster,1.0275480629262894,31.760675716103414,0.6121109711357615,0.0017610975774005055,0.3910194259988202,0.000885983001353452,0.3910194259988202,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0017,point_cluster,1.2319480849295177,35.24078462679451,0.831176593619156,0.0009520672610960901,0.18489131499518408,0.0009478770007262938,0.18489131499518408,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0018,point_cluster,1.3026270811239873,34.58744308638141,0.7413094645112157,0.0013930315617471933,0.2850397790498391,0.0008814979992166627,0.2850397790498391,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,1,point_cluster_test_0019,point_cluster,0.9998966422019046,34.89432528936242,0.7364584739241369,0.0007137224311009049,0.408924677009054,0.000873290999152232,0.408924677009054,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0000,line,0.996528158621183,30.85611785929048,0.5189883312071687,0.0010543866083025932,0.3424966360180406,0.0008551810024073347,0.3424966360180406,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0001,line,0.9952343244343324,25.93097097032217,0.24542889771889892,0.0031128106638789177,0.45510242699310766,0.0010035630002676044,0.45510242699310766,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0002,line,0.9922587662031144,30.236050736712954,0.48440968137496365,0.0012539011659100652,0.21791108701290796,0.0008843350005918182,0.21791108701290796,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0003,line,0.9933153002264324,33.94024397062192,0.6914339032798745,0.0006521790055558085,0.33130731499841204,0.0008848729994497262,0.33130731499841204,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0004,line,0.9970373185243918,36.65129252711171,0.8060666937799221,0.0002786736295092851,0.24325495099765249,0.0008754390000831336,0.24325495099765249,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0005,line,0.9970397860551969,32.42988597269396,0.6100722238603824,0.0006817824905738235,0.2414163600151369,0.000949851000768831,0.2414163600151369,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0006,line,0.9855686465296368,31.66217248241622,0.5698720388507656,0.0008843439281918108,0.49261926395774935,0.000879463001183467,0.49261926395774935,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0007,line,0.9939293562074278,29.815347332648432,0.46927672793574593,0.0011619433062151074,0.4694895580250886,0.0008741359997657128,0.4694895580250886,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
T07_ref3_plus_residual_UNet,ref3 + residual U-Net,2,line_test_0008,line,0.9960424180095162,25.837967492793567,0.2413482908325782,0.00288778287358582,0.29117546597262844,0.0008859439985826612,0.29117546597262844,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/per_sample_metrics.csv
