dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0003,point_cluster,Ours-PC-P1,0.9248780319504031,32.27836640244807,0.6285106414584752,0.4143156879581511,4.30953881104743
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0003,point_cluster,Ours-PC-P2A,0.9423661747691919,32.19701432565551,0.6191184826269939,0.4138043618295342,4.314863984002676
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0004,point_cluster,Baseline-Ours,1.1607295588422342,30.586181521122974,0.536690511834042,0.47165034990757704,3.785663548498057
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0004,point_cluster,Ours-PC-P1,1.1131757669335987,30.767854437955002,0.5442930726526317,0.46882794494740665,3.808453733451763
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0004,point_cluster,Ours-PC-P2A,1.0609809772825787,30.97641584970135,0.5588639019106009,0.4697610770817846,3.8008886312448023
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0005,point_cluster,Baseline-Ours,1.0543754657108937,30.44380026731549,0.5115064747343638,0.43455033912323415,4.108866974730667
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0005,point_cluster,Ours-PC-P1,1.0200350888979923,30.587602067676784,0.5202784982150118,0.4361027250997722,4.094240724758087
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0005,point_cluster,Ours-PC-P2A,0.9859860319534203,30.735045446659957,0.5316481704916681,0.4335530260577798,4.118318706057221
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0006,point_cluster,Baseline-Ours,0.908314872672874,31.60982477125173,0.5959594665727038,0.3643919392488897,4.899969908670006
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0006,point_cluster,Ours-PC-P1,0.9030590425522846,31.635027691034267,0.5976284467273572,0.3631047741509974,4.917339744310173
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0006,point_cluster,Ours-PC-P2A,0.9083391106582999,31.609708679759535,0.5933307506330224,0.3629401691723615,4.919569915209699
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0007,point_cluster,Baseline-Ours,0.9964101383004172,31.594406669978955,0.5755815038478284,0.5068325949832797,3.522878273723441
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0007,point_cluster,Ours-PC-P1,0.9892781447706434,31.625603968454826,0.5769718535977681,0.5064639959018677,3.525442186866582
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0007,point_cluster,Ours-PC-P2A,0.9800802715183539,31.666171575615,0.5802729313370603,0.5047913689631969,3.537123744704212
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0008,point_cluster,Baseline-Ours,0.9697643691568133,31.281801070851817,0.5703098729100871,0.3191641769371927,5.594329396286956
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0008,point_cluster,Ours-PC-P1,0.9669289839811959,31.294517657345185,0.5702260833335586,0.3172194098588079,5.628626375908668
