dataset,family,baseline_nmse,p1_nmse,p2a_nmse,baseline_psnr,p1_psnr,p2a_psnr,baseline_ssim,p1_ssim,p2a_ssim
Main Test,L-shape,0.5900710188912967,0.5831651825679602,0.6158848938390095,29.954410629964528,30.00553796561195,29.768457929158416,0.6426040115609996,0.6496513500585115,0.6214962601114752
Main Test,L-shape,0.6141413192817137,0.6324546807111562,0.6532356608920076,29.398237435386374,29.27062680511058,29.130221872913964,0.6440097458933982,0.6299794536842925,0.6022115682259055
Main Test,L-shape,0.6241015531600728,0.6390727389119053,0.6490018757453639,28.45068706540248,28.347736896769227,28.280780248275622,0.630529950719484,0.6201022128607294,0.5957861586630537
Main Test,L-shape,0.6490441935977757,0.6519239466148194,0.6791045014573517,27.742880953449735,27.72365427088257,27.546257548322256,0.5719382270438964,0.5721698354850914,0.5362700276545185
Main Test,L-shape,0.6498545583264976,0.6679327428507792,0.686762592016943,29.282592290025526,29.16342633789081,29.04268759388273,0.6032110133069584,0.5903754537277821,0.569207884586441
Main Test,L-shape,0.6527051383272451,0.6532179127795882,0.6762159529123107,28.152951177071,28.149540747386407,27.99926758627809,0.5754943708236526,0.5809552175218407,0.551028598918431
Main Test,L-shape,0.6669110178054827,0.6795175121319388,0.697396515874042,27.958974713595026,27.877647052336123,27.764855819166222,0.542694580802956,0.5296208943707696,0.5116755779167711
Main Test,L-shape,0.6707999418995586,0.6956059489227383,0.7086037747274636,28.873789351634358,28.71608672190963,28.635685020728886,0.5769408831749641,0.5569724696777457,0.5407343652645418
Main Test,L-shape,0.6746187850170376,0.6686428209365722,0.6974122732082002,28.708937167996645,28.747579469585823,28.564625457480012,0.5667398000133884,0.5747891131738516,0.5444175142660294
Main Test,L-shape,0.6811842322129271,0.6720121238289299,0.6893274246303492,29.15565289438263,29.214527785729068,29.10404332652429,0.5767069281137587,0.5845142471018462,0.5660197449175155
Main Test,L-shape,0.6825317214990932,0.6954272601210725,0.7046479602823257,27.830945877774983,27.749656906751273,27.692452122587788,0.5353030969481889,0.5276973382849935,0.5132310565199976
