dataset,family,baseline_nmse,p1_nmse,p2a_nmse,baseline_psnr,p1_psnr,p2a_psnr,baseline_ssim,p1_ssim,p2a_ssim
Main Test,point_cluster,0.88560473765874,0.8843427816075353,0.8785631646134526,34.78935443235882,34.79554760324325,34.82402390711827,0.7442931115099068,0.7430501553732666,0.7444761820906098
Main Test,point_cluster,0.9159821385801427,0.8921667349684794,0.8927609624727239,35.27500645202936,35.38941606218925,35.38652453698953,0.7637261190959398,0.7675405469862429,0.7669397896753969
Main Test,point_cluster,0.927098166632995,0.9188245812811741,0.9203390032597139,33.983489146157105,34.022420479500354,34.015268140039645,0.7039821492990495,0.7067533376297689,0.705744860336979
Main Test,point_cluster,0.9303477679500168,0.9302835183531831,0.9322136518298306,31.679498152521504,31.679798113190643,31.670796779676,0.5947786081840788,0.5913779180947139,0.590179893621843
Main Test,point_cluster,0.9350038489397938,0.9144669623776245,0.9160329548966384,31.57451709201153,31.670970970666595,31.663540452090327,0.6056836929349099,0.609106237114152,0.6030193222788369
Main Test,point_cluster,0.9387646871039792,0.9344110226650506,0.9093620570696941,35.02447425372218,35.044662067484886,35.16267333522266,0.7523479724773405,0.7525284354102836,0.758192664451108
Main Test,point_cluster,0.9400144030005446,0.9409634013118984,0.9186353562657277,36.1327458154896,36.12836355675876,36.23265937973083,0.7943698675969972,0.7925806239583723,0.7973967439394518
Main Test,point_cluster,0.9459732610235805,0.9496872658136707,0.9432668169068387,35.30919224410538,35.29217472373737,35.321635433086804,0.7903810892782052,0.7854996125394358,0.7875937835348824
Main Test,point_cluster,0.9667666384738925,0.9634483907876246,0.9567302974988056,31.817951571896067,31.83288386647741,31.86327295000968,0.5958084589164271,0.5931869211784752,0.595317579764526
Main Test,point_cluster,0.9692971398254432,0.9503936814053849,0.9450605259253486,36.21484622089866,36.30038007921954,36.32481941515032,0.8331336777087998,0.8343149374455189,0.8354341060284617
Main Test,point_cluster,0.9790831829681453,0.9557964360831077,0.9310458995737871,34.99885233434505,35.10339417206235,35.21733736401985,0.7500868388629357,0.7523859034825852,0.7586384776111235
Main Test,point_cluster,0.9796828341038826,0.9726320887495425,0.9426332836208287,33.007469494435895,33.03883837992528,33.17489669268548,0.7028186481017993,0.7042081850811078,0.7105542131947651
Main Test,point_cluster,0.9875220572816817,0.9671770148716671,0.9606314363592089,31.93322885990574,32.02363708557048,32.05312897675013,0.6328347941305004,0.6367569803102684,0.6381181642140579
Main Test,point_cluster,0.9920419698324258,0.9859063802526998,0.9766256550211417,32.395315971983656,32.4222597089777,32.46333524301093,0.6261875868119475,0.6250524413412255,0.6277098847234776
Main Test,point_cluster,0.9935312634176222,0.9762391854363988,0.9658847802574496,35.63382359696885,35.71007637383723,35.75638534589835,0.7721545957154197,0.7741562960471696,0.7768532734705482
Main Test,point_cluster,0.9968757832894863,0.9826746504465385,0.9660551640521219,31.431979129135975,31.494291902718764,31.568370382282545,0.570663290220387,0.5741154711941362,0.5787310907242343
Main Test,point_cluster,1.009892688886475,1.010941242439249,0.9786020706646446,35.69289182319153,35.688384931074445,35.82958264412243,0.7923221321720064,0.7899998023575365,0.796558394242593
Main Test,point_cluster,1.010955725360241,1.0426368423532082,1.0127985121968714,35.56079167430478,35.42678204857594,35.55288230248879,0.7988916881652962,0.7914041306873947,0.7974108917447417
Main Test,point_cluster,1.0206425867016031,1.0099421728533098,0.9999490329933922,34.307047948870256,34.35281967615908,34.39600605443461,0.7183514931393047,0.7179023907744937,0.720310927053871
Main Test,point_cluster,1.0892563788019827,1.0895584857490133,1.096552396285057,35.77540741335538,35.77420329138632,35.74641467949505,0.8500752267480781,0.8484152444155187,0.8480221182467069
Unseen-Parameter OOD,line,0.5506339277272164,0.5490655126299608,0.5900388482716188,28.91424739313922,28.92663544917895,28.614071032673433,0.6179479318550571,0.6247188205458325,0.588135833593828
Unseen-Parameter OOD,line,0.5654304419943907,0.5834453301501408,0.6225015470353438,29.725279932875864,29.589070028547233,29.30766743683887,0.65568064305139,0.6521590988686091,0.6143037852099797
Unseen-Parameter OOD,line,0.5750511849227534,0.6026070505034311,0.6278612178228773,28.75519645998006,28.551919362897173,28.373625052303865,0.6004541494067843,0.5813902626204,0.557812812256905
Unseen-Parameter OOD,line,0.5772059428740088,0.5919820907020027,0.6275759103507027,29.244133653331463,29.13435588169647,28.880778892225848,0.6138645961256846,0.6062534639262445,0.5745280950724323
Unseen-Parameter OOD,line,0.5898669685313154,0.6018700296095663,0.643944337062422,29.43839637017422,29.35091015649221,29.05745383268072,0.610600895723267,0.6024006403379067,0.5681804359222536
Unseen-Parameter OOD,line,0.5976580780691084,0.6230087469659049,0.6547869810745621,28.570165210812526,28.389751697584998,28.173692967766087,0.5792748354738826,0.5604085158141435,0.5318884275844895
Unseen-Parameter OOD,line,0.6056789419596565,0.6073266015518844,0.6393275060302188,29.693027443435916,29.681229199575863,29.458218071746018,0.6483640790597779,0.647037508613218,0.6142855418839301
Unseen-Parameter OOD,line,0.6198986185989034,0.6244440369191081,0.6424620311345964,30.05529223811889,30.023563714829976,29.90002414665907,0.6299782418430131,0.6259533478787748,0.6108521819940498
Unseen-Parameter OOD,line,0.626167155646502,0.6432552415020383,0.6689808083076064,28.233172682404707,28.116242466049954,27.94593892770681,0.5545830778737466,0.5421390671955026,0.5179884872178386
Unseen-Parameter OOD,line,0.6308371980810635,0.6503904914050884,0.6864760236991742,29.960729583959665,29.82816030941795,29.59364884736317,0.6360482501790755,0.6189894701496934,0.588931033536698
Unseen-Parameter OOD,line,0.6333154460518152,0.6675346072244196,0.6862242588550249,29.45702307400865,29.228486338689997,29.108563402709585,0.6365946264225298,0.6041532205872603,0.5826296315399435
Unseen-Parameter OOD,line,0.6393629847698267,0.6356800255404049,0.6675857473640371,30.003660256681766,30.02874929447758,29.816064339072945,0.6193498654814534,0.6207114652401142,0.5940618476652962
Unseen-Parameter OOD,line,0.6428623527049083,0.6588569702844324,0.6872810549733139,28.69715732971295,28.59042599274161,28.406993554982304,0.5881610748533903,0.5713475685989992,0.5465223085757561
Unseen-Parameter OOD,line,0.6434805512524374,0.6547154646895506,0.6749915736230719,28.952421670006018,28.877249726152495,28.744792239534096,0.571998059124948,0.5630197097068234,0.5465640071224527
Unseen-Parameter OOD,line,0.6472758524125758,0.6703768007325536,0.6937425941536969,29.56497220547986,29.41267646451709,29.263882619480256,0.6187166118660196,0.6029743860609614,0.5780319649988128
Unseen-Parameter OOD,line,0.6478507017025171,0.6304543081437441,0.6696526394851038,28.47192923118922,28.590142467713104,28.328182833852306,0.5899093940780387,0.6075732429454921,0.5660407953188478
Unseen-Parameter OOD,line,0.6506694297524608,0.6694445307441984,0.686105501625158,29.709537259437337,29.58599549635478,29.479232368004578,0.6421689647383848,0.6290601306718694,0.6045378653218304
Unseen-Parameter OOD,line,0.6532545863811596,0.6797138464355227,0.6968481750764504,29.4234046184536,29.250968054641014,29.14284738339417,0.6137931066414151,0.5939326252804129,0.5747127390907482
Unseen-Parameter OOD,line,0.6543774484955812,0.6688139652922562,0.6870949166144725,29.691205677519065,29.5964357758902,29.47932161122417,0.6457443512055151,0.6330194104628605,0.6084793173586116
Unseen-Parameter OOD,line,0.6554073757912927,0.6602563040325748,0.67247270716234,29.326250184578374,29.294237991796415,29.21461681527117,0.6340237613887221,0.6237491180955879,0.6027778682173972
Unseen-Parameter OOD,line,0.6561704952842051,0.6734519610530149,0.6879237810632697,29.024586763584775,28.911687599522505,28.819350556782545,0.5620231466330344,0.5502121046572254,0.5364795328275686
Unseen-Parameter OOD,line,0.6563956925457269,0.6823141910054088,0.7002608456418753,29.26858207102693,29.10039505761322,28.987641049093913,0.6110482346191874,0.589109680479958,0.5683456765482862
Unseen-Parameter OOD,line,0.6612198868731838,0.693166013329019,0.7119781068713924,28.743104407022603,28.5381907713519,28.421897126553866,0.5990426121837513,0.5711763427365788,0.5477921740869539
Unseen-Parameter OOD,line,0.6631528728479332,0.6727489365174661,0.6929368439307291,28.711530109784,28.64913639669968,28.520730102436804,0.5716120536941289,0.5658259054038034,0.5458244382913787
Unseen-Parameter OOD,line,0.667341473235327,0.6537689602986781,0.7002376090582688,29.050241366081153,29.139479478387074,28.841268045390077,0.5730716873581116,0.5901653249441738,0.548255599449955
Unseen-Parameter OOD,line,0.6702816295796904,0.6490199472705047,0.6826723545810048,30.091009186138052,30.231002079194536,30.01145932804498,0.6076241002827887,0.6220664990169719,0.5990444202313941
Unseen-Parameter OOD,line,0.6711729469957007,0.6913554441069613,0.7097691861800235,28.99795430365927,28.869284889708982,28.755127375254904,0.6033560956611067,0.5841598988796315,0.5618215483756313
Unseen-Parameter OOD,line,0.6738341911817547,0.6881720266678779,0.6969180669355736,28.325611846654915,28.23417204899898,28.179324925588478,0.6179212977085207,0.6013166825869031,0.5793194983082065
Unseen-Parameter OOD,line,0.6761972542901346,0.6812410296586382,0.6984288665763846,28.659373477543205,28.62709948663309,28.51888590272232,0.5862268641586811,0.5810128543237979,0.5587391559787867
Unseen-Parameter OOD,line,0.6763785724742369,0.6668581632236162,0.6998130703371146,28.742022848709972,28.80358682492111,28.594100946716026,0.5449566072988855,0.5524648248108842,0.5251806950792197
Unseen-Parameter OOD,line,0.6775604642874085,0.6888059353520819,0.6804847668960013,27.904926953598657,27.83343892291282,27.88622346989712,0.5171763592425986,0.5073692687842075,0.5130590504069059
Unseen-Parameter OOD,line,0.6790170682115988,0.690204185181782,0.7072840685582267,28.940618689295196,28.869649657959616,28.763486629002998,0.5614410697534407,0.5514422037387402,0.5366385192385147
Unseen-Parameter OOD,line,0.6803859396200802,0.7100558504627189,0.7263247581998585,28.60957940846243,28.42420740882609,28.32582414447903,0.5877629279317617,0.5612286274214908,0.5390666463131661
Unseen-Parameter OOD,line,0.6830580645065756,0.7002012001124973,0.7293739612351707,28.940077190165887,28.832425174975747,28.655151183948377,0.597061009824578,0.5800480690055451,0.5482143939403833
Unseen-Parameter OOD,line,0.6834799517765942,0.6980599354259118,0.7230857037731955,28.518375461351027,28.42670614724439,28.273735458774905,0.559751527446378,0.550401607559031,0.5243190848161565
Unseen-Parameter OOD,line,0.6881314869036051,0.7142792462560644,0.7249851203192438,28.973653124991866,28.811687226436852,28.747076666211242,0.5924475005822664,0.5651673602937302,0.5495889300790037
Unseen-Parameter OOD,line,0.6895455242668818,0.6840721056419199,0.7034167495972257,28.737810430159318,28.772421038228412,28.651312857525788,0.5389598273721393,0.5423630150883948,0.5264674490043824
Unseen-Parameter OOD,line,0.6922917047289787,0.6817119598003346,0.6959518022465079,29.0307167467331,29.097598742682,29.007816132057123,0.5916862114306621,0.5984079566826175,0.5786652242632419
Unseen-Parameter OOD,line,0.6923622046676225,0.6952194167710116,0.7059807789924369,29.74582284453888,29.727937524305695,29.66122782146317,0.630321905021089,0.6237852778572069,0.6064890444181423
Unseen-Parameter OOD,line,0.693143283813583,0.7047999301959813,0.7092214852610298,28.723528701030165,28.651100326870452,28.623939892505955,0.6235803360633803,0.617374125432453,0.5993465356413317
Unseen-Parameter OOD,line,0.6941419468103653,0.6916897792937177,0.701823152435946,27.88617499253544,27.901544222625112,27.838381056514685,0.504478597093043,0.5057466587301116,0.4965333947829116
Unseen-Parameter OOD,line,0.6957980529504498,0.716761823937981,0.7270873357296743,29.550461823413443,29.42154512514541,29.35942833985264,0.6205784037551985,0.6002739859196767,0.5827399928744399
Unseen-Parameter OOD,line,0.6962539035669347,0.7124801243931457,0.7281061458899001,28.204375790704887,28.10432492990017,28.010105269005287,0.5559788301247447,0.5403087244817344,0.5207067232948006
Unseen-Parameter OOD,line,0.6972625571875207,0.7231620672881228,0.7301031862134847,29.710359670383788,29.551966909750146,29.510480663614604,0.6138722997818506,0.5896216283075943,0.5787759558710848
Unseen-Parameter OOD,line,0.7046751714853865,0.7130503161768204,0.726303716300349,29.52124471634423,29.469932879483324,29.3899517040939,0.6290252807937597,0.6127701413378596,0.5918873067570988
Unseen-Parameter OOD,line,0.7066402359803599,0.7194099835299067,0.7324338524077816,29.463716261812884,29.38593546097744,29.30801576611334,0.5982101081800889,0.5792547293852359,0.564368887536571
Unseen-Parameter OOD,line,0.7087716070776323,0.7081584134745892,0.7034007106556206,28.934998229411647,28.93875680162139,28.968033231500428,0.5355009381990791,0.5347093674838375,0.5379928395230109
Unseen-Parameter OOD,line,0.7088116634633433,0.714688500314722,0.7300711222042072,28.64282882395814,28.606969203042468,28.514485496970913,0.581245872228118,0.5740289812112098,0.550783089891419
Unseen-Parameter OOD,line,0.7098359698910939,0.7040775890076606,0.7055981146038208,28.73205770461517,28.767432664960953,28.7580636859661,0.5287008925481405,0.5306855297137997,0.5282234236595555
Unseen-Parameter OOD,line,0.7106699837814059,0.7199711010189797,0.740175150587659,29.24854087644201,29.19207014632578,29.071875602350836,0.5968119812966742,0.5837212789038229,0.5595090921903276
Unseen-Parameter OOD,line,0.7110312957970882,0.7298331871206011,0.7468670517215991,28.591571803307005,28.47822308322355,28.37802611324013,0.5796439024575822,0.56511690384406,0.54143007671052
Unseen-Parameter OOD,line,0.7115669489149477,0.7117200263111266,0.7292720208435809,29.24555024356338,29.24461627885101,29.138812264487278,0.5963002965498615,0.5925597973523832,0.5673705518430351
Unseen-Parameter OOD,line,0.7136966795023435,0.7169270896571083,0.7337205409388139,29.076997918395705,29.0573850588677,28.956827938566555,0.5664233378680381,0.5704906853665771,0.5526950175583858
Unseen-Parameter OOD,line,0.7153186039958949,0.7060533285215445,0.7167402257344406,29.591545309937295,29.648165432595885,29.582922462182054,0.5937781732454791,0.5990895749013821,0.5848293875829114
Unseen-Parameter OOD,line,0.7182583503138597,0.7123600760633021,0.7322643164864484,28.589737525107438,28.625548876558298,28.50586577179665,0.5166760396936679,0.5209505532162182,0.5040602504459564
Unseen-Parameter OOD,line,0.7204743270747669,0.7144250317439297,0.7297244227734603,28.36100314547288,28.397621561765344,28.30559959341472,0.5525700736773714,0.5549450648584935,0.5362445601494306
Unseen-Parameter OOD,line,0.7301134704332778,0.7285766236583442,0.7319665751615949,27.59821212861704,27.607363217849816,27.587203071080644,0.4740734192739175,0.4737278834103333,0.471205363802183
Unseen-Parameter OOD,line,0.7337575297748993,0.7076443777341236,0.7265236230842057,29.41191029781919,29.569285296969593,29.454938639200353,0.5515311217935609,0.5673930027185472,0.5517395454639065
Unseen-Parameter OOD,line,0.7401350793564758,0.7077688916909154,0.7381590474083619,29.30813820531607,29.50233346066172,29.319748954182856,0.5659317706364542,0.5877745915271456,0.557889552411581
Unseen-Parameter OOD,line,0.7416577054909302,0.7041010447237057,0.7176013048467222,28.80912643290181,29.034811722860496,28.952329514773652,0.5274793784308711,0.5605932567990709,0.5458449897334597
Unseen-Parameter OOD,line,0.7456870783358588,0.7419044635145058,0.751564177701182,29.19309994067863,29.21518647876257,29.159005459237207,0.5570111586316241,0.5532892065251025,0.5437875422378625
Unseen-Parameter OOD,line,0.7479380280708914,0.7387393803023108,0.7446864995121389,29.791621681654092,29.845365162063878,29.810543187719063,0.6084764222517385,0.6028369266622615,0.5913279659377486
Unseen-Parameter OOD,line,0.75147812710799,0.7479050843750658,0.7451070284461657,28.27750295545765,28.298201491851273,28.314479684339346,0.4896502536525514,0.4897959981630189,0.49253392616087
Unseen-Parameter OOD,line,0.7577687193842146,0.7571772022958446,0.7638808652609731,29.749175401062352,29.75256684395383,29.71428564778703,0.5921648052086302,0.5881810724319065,0.5758403701746379
Unseen-Parameter OOD,line,0.7637505695764776,0.7577529326308888,0.7535265258766383,29.81621311980895,29.850452548303544,29.87474319212099,0.6301337022897505,0.6212046289283657,0.6105312043860278
Unseen-Parameter OOD,line,0.7644628787386044,0.7716711896849932,0.7928167852461607,25.569111599733013,25.528352671327497,25.410947206996227,0.41263709170238355,0.40622460978991803,0.37804398444063925
Unseen-Parameter OOD,line,0.7649077485721404,0.7015122192777263,0.7209019599700872,29.22794370846381,29.603682048702385,29.485272305525925,0.5353635978062962,0.582182989669624,0.5638865404171733
Unseen-Parameter OOD,line,0.7665158576899422,0.7818003401697718,0.7947144322217145,28.11476498687977,28.02901779201621,27.95786536691828,0.4886203398080039,0.4750572255521302,0.46637393696663854
Unseen-Parameter OOD,line,0.7679728045769567,0.7699931048110767,0.7849894442412856,26.2740876874989,26.262677879715454,26.178907947367044,0.43238939536419246,0.4256327751233778,0.4093691361625539
Unseen-Parameter OOD,line,0.7680739790081913,0.7749918711033486,0.7789067855655932,28.04656825569341,28.00762730586883,27.98574385809106,0.49687272416981865,0.4867407731488085,0.4830355129292318
Unseen-Parameter OOD,line,0.7690894255644971,0.7722551039501534,0.7910996974214466,25.613142407088038,25.59530293612728,25.490598574958767,0.4206621229144004,0.4197690515717227,0.39052678670099816
Unseen-Parameter OOD,line,0.7709101020557698,0.7810804925057426,0.7819670241305015,29.49664706314726,29.43972623438895,29.43479982391477,0.5959111990075805,0.5921366667818894,0.5744576657598955
Unseen-Parameter OOD,line,0.7752099440888998,0.7512355602530287,0.7499166095515868,27.609239251439107,27.74567111665359,27.753302763274785,0.4509778898961231,0.46837339118595955,0.47045952240577765
Unseen-Parameter OOD,line,0.7764876038503145,0.7809142062315849,0.7731020150998823,28.646218745954467,28.62153084835406,28.665196113151936,0.5013265551833238,0.4967265619429731,0.5035304724890749
Unseen-Parameter OOD,line,0.778916550796114,0.7794923561110109,0.7767728502551381,29.892578331407233,29.88936906266813,29.904547329072955,0.5801840944199973,0.573221867350391,0.5725810047508295
Unseen-Parameter OOD,line,0.7816946627424156,0.7267218315285345,0.7392040879977559,29.080157744191308,29.39684716808438,29.322885443714025,0.5094842965750747,0.5493528722966101,0.5410630392030369
Unseen-Parameter OOD,line,0.7837748554125613,0.775869055235615,0.7774557686094475,29.895807249392806,29.939836189881333,29.930963668425687,0.6108438905100023,0.5989955219744705,0.5880797289391112
Unseen-Parameter OOD,line,0.7857830285545527,0.7738661304186943,0.7952384368006917,28.1369692616059,28.203337350338344,28.085022150989055,0.46946041007681255,0.48475218570456674,0.4684708723111916
Unseen-Parameter OOD,line,0.7879515046610289,0.7925967796293715,0.7839411747382827,28.764666525479626,28.73913842504559,28.786826776701552,0.5024151590678789,0.497572371877879,0.5043313068035096
Unseen-Parameter OOD,line,0.7917350473483313,0.7972839660462567,0.8156416562197737,24.63832665521921,24.607995054121048,24.509131452831888,0.375360100187796,0.3698268677543929,0.34081991831096736
Unseen-Parameter OOD,line,0.7922598323451391,0.810627599279281,0.8233387691960555,25.116482234222563,25.016944533764978,24.949372864845422,0.37295946515916834,0.35601780945311834,0.3378843120923196
Unseen-Parameter OOD,line,0.7930841940863913,0.7899324076612763,0.7862953756696662,29.53382803738794,29.551121516833135,29.571163802863524,0.5992262585248166,0.5881884771064722,0.5757765374580914
Unseen-Parameter OOD,line,0.8026297589052798,0.7871116102785635,0.7685283562553248,27.333475856572615,27.41826530011899,27.52202959525183,0.4244364509102726,0.43395228494166244,0.44950899227614954
Unseen-Parameter OOD,line,0.8117438883643837,0.8000228575801828,0.8092335014217593,25.83250665694379,25.89567281926311,25.845958336727403,0.3902599642808206,0.4025080503502998,0.38753259199123025
Unseen-Parameter OOD,line,0.8140609741381214,0.7678708021091576,0.7779880667432858,28.709817963436038,28.963505669706358,28.906657827638938,0.4830238919545054,0.5114443205425065,0.5037084287339961
Unseen-Parameter OOD,line,0.8176544764378405,0.8114666427708598,0.82706851587879,29.132143273170147,29.165134709919,29.08242669573945,0.5127720062964973,0.5161955471456589,0.50569289214233
Unseen-Parameter OOD,line,0.818031199245444,0.8111259433854128,0.8160789918686934,26.877069012044842,26.91388456387909,26.88744559895912,0.4208237754839688,0.4233658202653452,0.4162182101456883
Unseen-Parameter OOD,line,0.8199639346530186,0.8140638928880276,0.8266564151657052,26.3828828021929,26.414245248250026,26.347579888638762,0.4247906098712372,0.4261223904056809,0.4109252556604224
Unseen-Parameter OOD,line,0.8259129657922663,0.8175809313237463,0.8060052176656177,28.29436162801512,28.33839673615194,28.400325858517714,0.4666269330179488,0.4709595939765588,0.48117954587050976
Unseen-Parameter OOD,line,0.832461573489519,0.8223010116730401,0.8056399870984324,27.51650235811665,27.569836167539037,27.65873423297753,0.41720007718338303,0.424499830524982,0.439969686951725
Unseen-Parameter OOD,line,0.8391149746971147,0.8327093077493052,0.8311944103664908,25.377367582990228,25.41064809503864,25.41855600256763,0.3365870612307878,0.34075278715607815,0.34366772529774264
Unseen-Parameter OOD,line,0.8397014258767198,0.8290822789320684,0.8361156855943953,26.12894729148231,26.184220182571828,26.14753258094541,0.39871710830400714,0.3984458202897406,0.3853385399172657
Unseen-Parameter OOD,line,0.8398117832826205,0.7979992513668296,0.7963398511704791,23.696088245226203,23.917883183794174,23.926923583018617,0.25067186905039496,0.2942871133505733,0.2948810861761742
Unseen-Parameter OOD,line,0.8485534149328244,0.8404230268509987,0.8452816495672915,26.15051298850179,26.1923252884065,26.16729037388374,0.3760611713561467,0.38236373713919825,0.37486287140626084
Unseen-Parameter OOD,line,0.8493950438288673,0.8323897737031285,0.8314628182191979,26.341145771230856,26.4289756867594,26.433814651722976,0.37491592523970757,0.39556769025721394,0.39630618363721515
Unseen-Parameter OOD,line,0.8629121996338421,0.8254814902239215,0.8370480316404831,27.313870145513913,27.506462890987088,27.4460325849229,0.3904894255534778,0.4229010788974138,0.41602044601196303
Unseen-Parameter OOD,line,0.86322141322832,0.8396809816067717,0.8428342903215986,29.04228731714422,29.162366033811992,29.146087068310184,0.5419012872188975,0.5480476657764568,0.5338910983646126
Unseen-Parameter OOD,line,0.8711783297603972,0.8696020707399728,0.8620887394021671,24.661055536934434,24.668920490869475,24.70660656351532,0.28068735460568717,0.28406074208002535,0.2926651317796133
Unseen-Parameter OOD,line,0.8780383597222179,0.8516297605685419,0.8507339564881952,26.199006128153798,26.33163288989598,26.336203170836324,0.3394573481546304,0.36399799072432876,0.36730907995159634
Unseen-Parameter OOD,line,0.881251258186684,0.8381029305671293,0.8476290690044528,25.15527597621552,25.373299662772727,25.32421498951402,0.32430440862973614,0.3637584042337125,0.35187426152534007
