dataset,model,NMSE_mean,NMSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,runtime_mean,runtime_std,speedup_vs_BP,num_samples
Leave-One-Family-Out Focused OOD,Baseline-Ours,0.9775761767232864,0.04849908550805176,31.595202354938646,0.6162508536853383,0.5898914518756383,0.03397872737143457,0.3955772998393513,0.07552731459689319,4.671495192620117,100
Leave-One-Family-Out Focused OOD,Ours-PC-P1,0.9659669254051042,0.042650072347190225,31.645996380329812,0.615083503113502,0.5910690418554624,0.033685809481485134,0.39396268653450534,0.07541369326588136,4.691563132719675,100
Leave-One-Family-Out Focused OOD,Ours-PC-P2A,0.9579732049247128,0.035890791935206154,31.680914204487284,0.6058387712350831,0.592173779666219,0.03277914881601987,0.39345728808781133,0.07550064113023901,4.6982812939651275,100
