epoch,train_l1
1,0.03086688781157136
2,0.01405849820934236
3,0.012440733034163714
4,0.01145452464465052
5,0.007075480674393475
6,0.0051490866905078295
7,0.004473496212158352
8,0.00409032850060612
9,0.0038809460401535035
10,0.003685763538815081
11,0.0033100872091017665
12,0.003493741345591843
13,0.0036395175196230413
14,0.0032751814369112254
15,0.003047894195187837
16,0.0029949450970161704
17,0.0029301226674579082
18,0.0028597942518536
19,0.0028898915043100715
20,0.002770251571200788
21,0.002755384870106354
22,0.002712867887457833
23,0.002650626180693507
24,0.00261628104490228
25,0.0026051283557899296
26,0.002557773827575147
27,0.002543174650054425
28,0.002480608895421028
29,0.002484421256231144
30,0.002449996923096478
31,0.002423799526877701
32,0.0024577189376577737
33,0.0023918989405501633
34,0.002329654369968921
35,0.0023335562692955135
36,0.0023063879692927004
37,0.00228122983709909
38,0.0022745528328232466
39,0.0022762138140387835
40,0.0023194547044113278
41,0.0022084706416353583
42,0.00212092348607257
43,0.0021744027070235462
44,0.0021982495370320974
45,0.002133498981129378
46,0.002028506996575743
47,0.0020831810706295074
48,0.0020633725670631976
49,0.002130574401235208
50,0.0019299404683988542
