method,nmse_mean,psnr_mean,ssim_mean
ref3,28.055189889425606,8.807159951107971,0.02249013979495406
ref5,14.046029723540698,11.086145142117843,0.0271318322783885
ref7,12.706568604077088,11.578840664200996,0.03032912341320156
ref9,10.322233635393875,12.447776750081506,0.031572968104017184
BP,8.252033189846786,13.339978704786361,0.04064609370834606
