epoch,train_l1
1,0.14679006915539503
2,0.04077881177887321
3,0.026045895107090475
4,0.014227876709774136
5,0.009638205906376242
6,0.007975292927585542
7,0.007759825186803937
8,0.007645038450136781
9,0.007078927280381322
10,0.007323626508004963
11,0.007259601862169802
12,0.007087851208634675
13,0.006674551037140191
14,0.005912417797371745
15,0.005822604284621775
16,0.00826929640956223
17,0.006492294827476144
18,0.007313310699537397
19,0.006454943376593292
20,0.0058515890128910545
21,0.005551034805830568
22,0.005029596255626529
23,0.005135117361787706
24,0.005603392014745623
25,0.006515167569741607
26,0.00506527952849865
27,0.004828156882431358
28,0.005259379937779158
29,0.006384866591542959
30,0.005497787399217486
31,0.005368195523042232
32,0.005830701389349997
33,0.005608554736245424
34,0.0044609681400470435
35,0.004458223220426589
36,0.004783190595917404
37,0.006045625044498593
38,0.006239688631612807
39,0.005005910920444876
40,0.004963840297423303
41,0.004445581671316177
42,0.004107014162000269
43,0.004050145745277405
44,0.004590099435299635
45,0.005677122944034636
46,0.004000464060809463
47,0.003994170690421015
48,0.004398175072856248
49,0.004678098862059415
50,0.005242687065619975
