epoch,train_l1
1,0.1467958965525031
2,0.04064619785174727
3,0.02575033321976662
4,0.01243308451026678
5,0.010206606150604784
6,0.008801116324029863
7,0.008077123686671257
8,0.009181508771143853
9,0.007194290868937969
10,0.006921563651412725
11,0.006200001938268542
12,0.006552570243366062
13,0.006849950430914759
14,0.0066465246910229325
15,0.007328734607435763
16,0.006713674818165601
17,0.0073579117842018605
18,0.0063262721803039315
19,0.006366160954348743
20,0.006134658916853369
21,0.005943383446428925
22,0.005306272783782333
23,0.006387331071309745
24,0.0072639856394380335
25,0.0068115449557080866
26,0.00578610054217279
27,0.005450687413103878
28,0.006727475291118026
29,0.006769210279453546
30,0.006135379401966929
31,0.005995938125997782
32,0.0048212617402896285
33,0.004656527794431895
34,0.0047403456666506825
35,0.005316307067405432
36,0.005998138575814664
37,0.006350689264945686
38,0.006104130358435214
39,0.004332897162530571
40,0.005378743172623217
41,0.00502495386870578
42,0.004949143882840872
43,0.004762092607561499
44,0.00483667257707566
45,0.004760915653314442
46,0.00437060093972832
47,0.003944584564305842
48,0.004912465028464794
49,0.005795267547946423
50,0.005416513236705214
