variant,seed,epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
R00_rsbfilm_sincos_env_absPcyc,0,1,0.1467958965525031,0.0532968846651224,1.0326930662989617,4.366134166717529
R00_rsbfilm_sincos_env_absPcyc,0,2,0.04064619785174727,0.030736108382160846,1.0737706743180753,2.199965238571167
R00_rsbfilm_sincos_env_absPcyc,0,3,0.02575033321976662,0.01823815803688306,0.8108582429587841,1.848952293395996
R00_rsbfilm_sincos_env_absPcyc,0,4,0.01243308451026678,0.009751777092997845,1.2631006785482168,2.2238388061523438
R00_rsbfilm_sincos_env_absPcyc,0,5,0.010206606150604784,0.00974022876471281,1.867749528735876,2.940950393676758
R00_rsbfilm_sincos_env_absPcyc,0,6,0.008801116324029863,0.010127561310162911,1.885263905674219,2.5835254192352295
R00_rsbfilm_sincos_env_absPcyc,0,7,0.008077123686671257,0.0063543644590446586,1.93340381257236,2.587106466293335
R00_rsbfilm_sincos_env_absPcyc,0,8,0.009181508771143853,0.006380583696927016,1.93422832518816,2.5642616748809814
R00_rsbfilm_sincos_env_absPcyc,0,9,0.007194290868937969,0.005827852166615999,1.754863623380661,2.4983108043670654
R00_rsbfilm_sincos_env_absPcyc,0,10,0.006921563651412725,0.006609899708284781,1.687241835296154,2.4458882808685303
R00_rsbfilm_sincos_env_absPcyc,0,11,0.006200001938268542,0.005511256937797253,1.7419477361440658,2.309610605239868
R00_rsbfilm_sincos_env_absPcyc,0,12,0.006552570243366062,0.005817880101788502,1.7584323102235795,2.4540727138519287
R00_rsbfilm_sincos_env_absPcyc,0,13,0.006849950430914759,0.006415632231017718,1.7259711191058158,2.493509531021118
R00_rsbfilm_sincos_env_absPcyc,0,14,0.0066465246910229325,0.005221609670955401,1.9063584733009338,2.368037462234497
R00_rsbfilm_sincos_env_absPcyc,0,15,0.007328734607435763,0.005097881855013279,2.0009971296787263,2.4387362003326416
R00_rsbfilm_sincos_env_absPcyc,0,16,0.006713674818165601,0.009706508368253708,1.964762574583292,2.421312093734741
R00_rsbfilm_sincos_env_absPcyc,0,17,0.0073579117842018605,0.007524995563121943,1.9490195520222187,2.44058895111084
R00_rsbfilm_sincos_env_absPcyc,0,18,0.0063262721803039315,0.005376599478320434,1.8998539401590824,2.3346662521362305
R00_rsbfilm_sincos_env_absPcyc,0,19,0.006366160954348743,0.007162702234032063,1.7368813455104828,2.444211721420288
R00_rsbfilm_sincos_env_absPcyc,0,20,0.006134658916853369,0.004930435303741923,1.8978519277274608,2.328078508377075
R00_rsbfilm_sincos_env_absPcyc,0,21,0.005943383446428925,0.004828050284861372,1.6204068887233734,2.3584144115448
R00_rsbfilm_sincos_env_absPcyc,0,22,0.005306272783782333,0.0064505256640796475,1.6580600073188543,2.299194574356079
R00_rsbfilm_sincos_env_absPcyc,0,23,0.006387331071309745,0.008307670386364827,1.779149273633957,2.4277167320251465
R00_rsbfilm_sincos_env_absPcyc,0,24,0.0072639856394380335,0.007467707081769521,2.1494670790433883,2.482733726501465
R00_rsbfilm_sincos_env_absPcyc,0,25,0.0068115449557080866,0.0049893100960896565,2.1202996581792832,2.378117799758911
R00_rsbfilm_sincos_env_absPcyc,0,26,0.00578610054217279,0.005014685985560601,1.855743681192398,2.3497846126556396
R00_rsbfilm_sincos_env_absPcyc,0,27,0.005450687413103878,0.005076877987728669,1.5777628378570079,2.350987434387207
R00_rsbfilm_sincos_env_absPcyc,0,28,0.006727475291118026,0.006926670276488249,1.9695410230755805,2.3805384635925293
R00_rsbfilm_sincos_env_absPcyc,0,29,0.006769210279453546,0.0074065463402523445,2.125686417222023,2.3494887351989746
R00_rsbfilm_sincos_env_absPcyc,0,30,0.006135379401966929,0.00570295278269511,1.8248257982730864,2.3635241985321045
R00_rsbfilm_sincos_env_absPcyc,0,31,0.005995938125997782,0.005104805808514357,1.8079363095760346,2.3809361457824707
R00_rsbfilm_sincos_env_absPcyc,0,32,0.0048212617402896285,0.005166213887815292,1.7621582758426666,2.218654155731201
R00_rsbfilm_sincos_env_absPcyc,0,33,0.004656527794431895,0.004327523790729733,1.6791360607743264,2.0877273082733154
R00_rsbfilm_sincos_env_absPcyc,0,34,0.0047403456666506825,0.005482383573857637,1.6536866794526577,2.232358932495117
