epoch,train_l1
1,0.12842068649828434
2,0.03521383091807365
3,0.015003986684605479
4,0.00977404364850372
5,0.009305029707029462
6,0.009301615417934955
7,0.008460787311196327
8,0.007541487119160592
9,0.007747431001625955
10,0.0068432682985439895
11,0.007800221089273691
12,0.005954336957074702
13,0.007076324936933815
14,0.006890835724771022
15,0.007196976216509938
16,0.006198026393540204
17,0.005186678085010499
18,0.0052804136672057215
19,0.006168027559760958
20,0.00548819872783497
21,0.005740902137476951
22,0.005607675474602729
23,0.004360915694851428
24,0.005274241568986327
25,0.004892822906840593
26,0.0054305836791172625
27,0.005087877647019923
28,0.004196755385491997
29,0.004479444739408791
30,0.004409782269503921
31,0.004440272806677967
32,0.003837700628209859
33,0.00388887797947973
34,0.004580800940748304
35,0.004654146085958928
36,0.004514308597426861
37,0.003809375842101872
38,0.004833984600845724
39,0.004669721403624863
40,0.004376016960013658
41,0.0037538351537659766
42,0.003953454359434545
43,0.0054524751100689176
44,0.003838643922936171
45,0.00416780031984672
46,0.004162771608680487
47,0.003431636430323124
48,0.00513116541551426
49,0.004168513971380889
50,0.003357496107928455
