epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
1,0.014374957866966725,0.012698307060278378,0.63818090910092,1.048539161682129
2,0.012360018650069833,0.012172635465573806,0.6713905553519726,0.9596277475357056
3,0.01215070835314691,0.012088357005268335,0.7025588772818446,0.9727652072906494
4,0.012066368563100695,0.012102204876450392,0.7164629581570625,0.8895508050918579
5,0.011918264129199087,0.01001741411164403,0.5899062941968441,0.8890333771705627
6,0.008169208969920874,0.006852702667506842,0.8867108827829361,0.9485777616500854
7,0.006081635137088597,0.0052787679820679705,0.8946538490056991,0.9526214003562927
8,0.00459840631345287,0.004171424813998433,0.9056029379367828,0.9597629904747009
9,0.003605635860003531,0.0033459286384571055,0.9106311941146851,0.9705684185028076
10,0.0032549991505220533,0.002959460234985902,0.9130779927968979,0.979044497013092
11,0.002993430416099727,0.0028490191594196055,0.9170130032300949,1.008433222770691
12,0.0027184659347403795,0.002721993575015893,0.9196005725860595,1.0513659715652466
13,0.0025547374098096043,0.002698741745776855,0.9273496025800705,1.057561993598938
14,0.0024539153825026004,0.0024871126426240574,0.9217509287595749,1.0341438055038452
15,0.0023811711894813925,0.002349840790534822,0.9248950690031051,1.064134955406189
16,0.002367142126895487,0.0022460479701224426,0.9171791577339172,0.9755775928497314
17,0.002324653341202065,0.0021475887982747876,0.9162208962440491,0.9567821025848389
18,0.0023290668602567164,0.002126693510665343,0.933763479590416,1.1065248250961304
19,0.002160688693402335,0.0023426822064301143,0.9377960401773453,1.0840275287628174
20,0.002127143775578588,0.0020413660050298157,0.9179505449533463,1.0504982471466064
21,0.0021845788753125815,0.0022477049004429807,0.9213462764024735,1.1059153079986572
22,0.002228161725215614,0.0022931582061573863,0.9360133653879166,1.1207255125045776
23,0.0020393186493311076,0.0019492370416768468,0.914159317612648,1.0138612985610962
24,0.0020563233818393202,0.002010488470729727,0.9431502735614776,1.1431667804718018
25,0.00200797637575306,0.0019173990272415371,0.9396659511327744,1.1068567037582397
26,0.0019433796498924494,0.0018289061666179735,0.9234348702430725,1.088014006614685
27,0.001882402279879898,0.001984371508185107,0.9223494219779969,1.048997402191162
28,0.001925925497780554,0.001970129168162552,0.9540087479352951,1.112842321395874
29,0.0018952710402663797,0.0017312318220949518,0.9518082916736603,1.183563232421875
30,0.001749919217545539,0.0019408047038058822,0.9230430871248245,1.1326791048049927
31,0.0018477029469795526,0.001794099467448317,0.9454497134685517,1.3247764110565186
32,0.0018415502668358385,0.002060760063334153,0.9471214264631271,1.1232922077178955
33,0.0018086172884795816,0.0017996436128249536,0.9636892825365067,1.1742749214172363
34,0.0017638788803014905,0.0016757736179547815,0.9410620015859604,1.2186414003372192
35,0.0017457086697686463,0.001684440837170069,0.9552539354562759,1.1782485246658325
36,0.0017458487383555622,0.0016174794738897337,0.9510482454299927,1.2130674123764038
37,0.0018675773695576935,0.0017187724677989115,0.9562324225902558,1.1938869953155518
38,0.0017968146287603304,0.0016516318786531114,0.9709896212816238,1.1512991189956665
39,0.001724100656574592,0.002269050276551682,0.9382969987392425,1.2654142379760742
40,0.0018593699182383717,0.0020127592948623574,0.9777298390865325,1.1914798021316528
41,0.0017385551414918154,0.0020679526675779084,0.9559166109561921,1.1541675329208374
42,0.0018741262925323098,0.001886334315014,0.9858245468139648,1.1958892345428467
43,0.0016772134241182356,0.0016617968973990243,0.9577103334665299,1.2186874151229858
44,0.0017823862191289662,0.0017355452067791843,0.972690179347992,1.21646249294281
45,0.0017646756314206868,0.0015759123131059683,0.9685139769315719,1.2279210090637207
46,0.0016683053376618773,0.0015948979730287997,0.9553270250558853,1.146009922027588
47,0.0017773102066712455,0.0015494731174280436,0.9800826984643937,1.2393330335617065
48,0.0016172683029435574,0.001974974870860863,0.9548282766342163,1.162544846534729
49,0.0017451866099145264,0.0017672330588818742,0.9738370180130005,1.167664885520935
50,0.0018369026982691138,0.0016849489990048683,1.00496890604496,1.211805820465088
