variant,seed,epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
S08_rsbfilm_middeep_default,0,1,0.05015331130474806,0.0175592781116183,0.5941661515086889,1.3213422298431396
S08_rsbfilm_middeep_default,0,2,0.014117090441286563,0.010357598702494916,0.5477433247864246,1.380948781967163
S08_rsbfilm_middeep_default,0,3,0.00856876582838595,0.007274190823619182,0.4148851089179516,0.9736584424972534
S08_rsbfilm_middeep_default,0,4,0.006884797834791243,0.006430664816154883,0.7435145398974419,1.1814045906066895
S08_rsbfilm_middeep_default,0,5,0.005627928944304586,0.005469866347714112,0.9104318538308144,1.1406227350234985
S08_rsbfilm_middeep_default,0,6,0.004910536403767765,0.004460928907904487,0.7966701263189315,1.14625883102417
S08_rsbfilm_middeep_default,0,7,0.004696023233700544,0.005769616100364006,0.8424746027588844,1.1923723220825195
S08_rsbfilm_middeep_default,0,8,0.004383480739779771,0.0039339865414569014,0.7441181891411542,1.2151120901107788
S08_rsbfilm_middeep_default,0,9,0.004140330420341343,0.003754728097611895,0.8270823734998703,1.1288598775863647
S08_rsbfilm_middeep_default,0,10,0.004032748315948993,0.00471562877870523,0.7763240346312523,1.1642307043075562
S08_rsbfilm_middeep_default,0,11,0.0039253801456652585,0.0036739847228790703,0.7661412351578474,1.1685025691986084
S08_rsbfilm_middeep_default,0,12,0.003574304888024926,0.003502600987513478,0.7838901738449932,1.1163816452026367
S08_rsbfilm_middeep_default,0,13,0.003926679422147572,0.003824941025903592,0.8662629055976868,1.2000080347061157
S08_rsbfilm_middeep_default,0,14,0.0037798998760990798,0.0036329492532576504,0.8716630103439093,1.1945133209228516
S08_rsbfilm_middeep_default,0,15,0.003425075283739716,0.0034047140596577753,0.9669601069390774,1.1103873252868652
S08_rsbfilm_middeep_default,0,16,0.0033037409838289023,0.0035821035540161226,0.9551491433382034,1.0921519994735718
S08_rsbfilm_middeep_default,0,17,0.0031365090212784707,0.0029190875983868656,0.8170910822600126,1.1166536808013916
S08_rsbfilm_middeep_default,0,18,0.002997358252760023,0.002809478793866359,0.672001369446516,1.1086795330047607
S08_rsbfilm_middeep_default,0,19,0.003083650595508516,0.0027770108471696195,0.9586133539676667,1.1160286664962769
S08_rsbfilm_middeep_default,0,20,0.0029901203513145445,0.0032011176853512344,0.8412607918679714,1.144914150238037
S08_rsbfilm_middeep_default,0,21,0.00270916752400808,0.002599681539532657,0.6514649653807283,1.090207576751709
S08_rsbfilm_middeep_default,0,22,0.0028546272299718113,0.002663088747515128,0.9315857544541359,1.1051582098007202
S08_rsbfilm_middeep_default,0,23,0.002724402868188918,0.002531183104460629,0.8368705870211124,1.0893781185150146
S08_rsbfilm_middeep_default,0,24,0.002559133565519005,0.0024077296615220034,0.5947643035650253,1.0897115468978882
S08_rsbfilm_middeep_default,0,25,0.0026630085811484606,0.0025488010410649273,0.8404800202697515,1.1121169328689575
S08_rsbfilm_middeep_default,0,26,0.0026794693735428155,0.002478110505482898,0.9775826281309128,1.092081904411316
S08_rsbfilm_middeep_default,0,27,0.002514292298583314,0.0024215735835381425,0.7557357113808394,1.0847278833389282
S08_rsbfilm_middeep_default,0,28,0.0024470333359204234,0.0025079278006719854,0.7268439976871014,1.0868492126464844
S08_rsbfilm_middeep_default,0,29,0.00253349527483806,0.002236353331961884,0.8698761335760355,1.107301950454712
