variant,seed,epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
S02_plain_residual_unet,2,1,0.013321655318140984,0.01223164524596471,0.4205515517294407,0.9651511907577515
S02_plain_residual_unet,2,2,0.01219669159501791,0.012124490279417772,0.5582713086158038,0.9958229660987854
S02_plain_residual_unet,2,3,0.01211120174266398,0.012077379147880353,0.6198350331187248,1.0249789953231812
S02_plain_residual_unet,2,4,0.01212720817886293,0.012225433109471431,0.8140211427211761,1.028910756111145
S02_plain_residual_unet,2,5,0.012187920780852436,0.012123331248473663,0.853271566145122,1.0365288257598877
S02_plain_residual_unet,2,6,0.011047137998975814,0.007026456117343444,0.8752416589856148,1.0350608825683594
S02_plain_residual_unet,2,7,0.005461714875418693,0.004203989833163528,0.8732780236005783,0.9345514178276062
S02_plain_residual_unet,2,8,0.0036533499020151793,0.0034359606126180063,0.8654916608333587,0.9423685073852539
S02_plain_residual_unet,2,9,0.0031408047559671106,0.0028847527081290116,0.8861444222927094,0.9489083886146545
S02_plain_residual_unet,2,10,0.002773771525826305,0.0028863791913653794,0.8617627781629562,0.9709643721580505
S02_plain_residual_unet,2,11,0.0025338118616491556,0.002513890969567001,0.8743812423944474,0.9552903175354004
S02_plain_residual_unet,2,12,0.0023978688102215527,0.002341835652119838,0.8709768319129944,0.9444411396980286
S02_plain_residual_unet,2,13,0.0023212437657639385,0.002330386205218159,0.8827216535806656,0.9314475059509277
S02_plain_residual_unet,2,14,0.0022436080849729477,0.0023110158239992764,0.8866217577457428,0.9410459399223328
S02_plain_residual_unet,2,15,0.002228564287070185,0.0021487607692296687,0.885129514336586,0.9738279581069946
S02_plain_residual_unet,2,16,0.002215409892378375,0.002116156410640822,0.8865557914972305,0.9740015268325806
S02_plain_residual_unet,2,17,0.002118428654503077,0.002025666351143557,0.8877350038290024,0.9625736474990845
S02_plain_residual_unet,2,18,0.0020652456441894174,0.0020874427595677283,0.8904640209674836,0.9433659911155701
S02_plain_residual_unet,2,19,0.0020688370103016497,0.002141953240005443,0.8879028499126435,0.9654838442802429
S02_plain_residual_unet,2,20,0.0020221655978821217,0.0019931051647290587,0.8928791606426238,0.961727499961853
S02_plain_residual_unet,2,21,0.0019945993775036188,0.0019888678350700783,0.8873691123723983,0.9563490748405457
S02_plain_residual_unet,2,22,0.001965709102805704,0.0020162367996258233,0.8935410410165787,0.9495313167572021
S02_plain_residual_unet,2,23,0.001954098184360191,0.001961800126502147,0.8886203074455261,0.971351683139801
S02_plain_residual_unet,2,24,0.0019334365706890821,0.0020126241277186917,0.8943923288583755,0.9784659743309021
S02_plain_residual_unet,2,25,0.001926975166425109,0.001788824169824903,0.8936970204114913,0.9876957535743713
S02_plain_residual_unet,2,26,0.0020074478490278123,0.0020972813945263624,0.9117592084407806,0.9880338907241821
S02_plain_residual_unet,2,27,0.0020047937252093105,0.0019584471503129373,0.9176241385936738,0.986630916595459
S02_plain_residual_unet,2,28,0.0019431335455738009,0.0020068817807791326,0.9178554159402847,0.9699872136116028
S02_plain_residual_unet,2,29,0.001977060235803947,0.0019398173317313194,0.9167369592189789,1.0035358667373657
S02_plain_residual_unet,2,30,0.0019446951639838516,0.001884658794062069,0.9172690463066101,0.9904460906982422
S02_plain_residual_unet,2,31,0.0017995752720162273,0.0017342851542008037,0.8764487361907959,0.9662267565727234
S02_plain_residual_unet,2,32,0.0018198456603568047,0.002156163270298678,0.886203087568283,0.9946954250335693
S02_plain_residual_unet,2,33,0.0018077429861295968,0.0017507936617431159,0.8867117547988892,1.0141063928604126
S02_plain_residual_unet,2,34,0.0017957742989528924,0.0019912273766329656,0.8975116300582886,0.9618175029754639
S02_plain_residual_unet,2,35,0.00187033643363975,0.0018520442088349508,0.9159155309200286,0.9977371692657471
S02_plain_residual_unet,2,36,0.0017938186245737597,0.0018105473315629822,0.8935582482814789,0.9778647422790527
S02_plain_residual_unet,2,37,0.0018080620467662812,0.0018065808018526207,0.8964240109920502,0.9933246970176697
S02_plain_residual_unet,2,38,0.0017663193226326256,0.001939267421571108,0.8999300849437714,0.9864546656608582
S02_plain_residual_unet,2,39,0.0017448748263996095,0.0016893276299994725,0.8980264526605606,0.9768708348274231
S02_plain_residual_unet,2,40,0.0017318254453130067,0.0017177028393444533,0.9009624308347702,0.9937771558761597
S02_plain_residual_unet,2,41,0.0017113833979237824,0.0018734348257287191,0.8968117010593414,1.0029280185699463
S02_plain_residual_unet,2,42,0.001697647861437872,0.00165929810072367,0.9047618997097016,0.9948012828826904
S02_plain_residual_unet,2,43,0.0016857501782942563,0.0018579535043010344,0.899420268535614,0.9819461107254028
S02_plain_residual_unet,2,44,0.0017340464680455625,0.0017885343359711652,0.8960126656293869,1.000596523284912
S02_plain_residual_unet,2,45,0.0016603087726980448,0.0016375239669846801,0.902765611410141,0.9842184782028198
S02_plain_residual_unet,2,46,0.0017042429430875927,0.0017163983340231846,0.8991087281703949,1.0135811567306519
S02_plain_residual_unet,2,47,0.0017181482131127268,0.0016439927276223898,0.9001031398773194,1.009260892868042
S02_plain_residual_unet,2,48,0.0017390297696692869,0.0017145209802457918,0.8804674613475799,0.9990943074226379
S02_plain_residual_unet,2,49,0.0016619437723420561,0.0017319296155339824,0.8973067629337311,1.0035032033920288
S02_plain_residual_unet,2,50,0.001622663816669956,0.0015583917086657423,0.903500365614891,0.9626793265342712
