epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
1,0.013390872152522207,0.012269779932326995,0.6576664601266384,1.1070640087127686
2,0.012277678581885993,0.012255554230740437,0.86178726375103,1.024418592453003
3,0.012215059059672058,0.012225888741131011,0.8716563719511032,1.0020455121994019
4,0.012193826967850327,0.012269861530512571,0.811799407415092,1.074266791343689
5,0.012151678428053855,0.01211872435389803,0.8594286406040191,1.1634624004364014
6,0.01215797524433583,0.012196299512512408,1.0488069862127305,1.1672136783599854
7,0.012363647557795048,0.01226510125427292,1.0976169836521148,1.167980670928955
8,0.012354561006650328,0.012397822637397509,1.0995288479328156,1.1679561138153076
9,0.012307013608515263,0.012502862283816705,1.1007640796899796,1.1677268743515015
10,0.012343529965728522,0.012298913027804632,1.1034725880622864,1.1672437191009521
11,0.012310000779107213,0.012041016911657957,1.1034601509571076,1.167682409286499
12,0.012317255651578308,0.01205156224135023,1.099647376537323,1.1677011251449585
13,0.012323916093446314,0.01275162656719868,1.1010908353328706,1.1671459674835205
14,0.01229805729817599,0.012278245475429755,1.1018304497003555,1.1663868427276611
15,0.012287353631109,0.0124898893901935,1.0987749326229095,1.1666686534881592
16,0.012317243264988065,0.012136180312014543,1.1023411846160889,1.1663603782653809
17,0.012281239391304552,0.012055216751133021,1.104417064189911,1.1661137342453003
18,0.012236045277677476,0.012106475563576588,1.1013844156265258,1.166581392288208
19,0.012153468215838075,0.012094075719897564,1.1014557468891144,1.1661111116409302
20,0.0121527149528265,0.012101792945311619,1.1009024679660797,1.1658884286880493
21,0.012152202138677239,0.012095102216475286,1.100063624382019,1.1660232543945312
22,0.012151836585253477,0.012513402849435806,1.0991832989454269,1.1652331352233887
23,0.012312208246439695,0.012151198318371406,1.1003004252910613,1.1654596328735352
24,0.012195309633389115,0.012099218733895283,1.101941347718239,1.1652259826660156
25,0.012151145278476178,0.012096814094827725,1.09997045814991,1.164589524269104
26,0.012191367126069963,0.012047758290114311,1.100200206041336,1.1648825407028198
27,0.01227154275868088,0.012508367331555257,1.0982491946220398,1.1652870178222656
28,0.01219067320227623,0.012108354865071865,1.1001258885860443,1.164284110069275
29,0.012269015591591596,0.0121393297942212,1.0984367805719375,1.1642898321151733
30,0.012274259361438453,0.012060590052547364,1.1012104916572572,1.1644538640975952
31,0.012189800650812686,0.012096885591745377,1.0984594351053238,1.1643009185791016
32,0.01218758944887668,0.012141748940428862,1.0980773824453354,1.1635154485702515
33,0.012273062290623783,0.012044740554231863,1.1006100261211396,1.1641826629638672
34,0.012307575205340981,0.012732018000231339,1.0996744704246522,1.1635453701019287
35,0.012284797076135874,0.012271853056378089,1.1001885759830474,1.1633740663528442
36,0.012313937144353986,0.01211793004320218,1.0961631786823274,1.1631461381912231
37,0.012270837323740125,0.012039500360305492,1.0995401656627655,1.16298246383667
38,0.01226830783765763,0.012492906803695055,1.0971192055940628,1.1629724502563477
39,0.012305151987820864,0.012144678845428504,1.0979306596517562,1.1623077392578125
40,0.012231277618557215,0.012102436059369491,1.0991235983371734,1.162341594696045
41,0.012148466520011425,0.012088722692659268,1.0959539932012559,1.1623207330703735
42,0.012185468887910247,0.01213830104097724,1.096311868429184,1.1623185873031616
43,0.012270479621365666,0.012050033690264592,1.098201202750206,1.16185462474823
44,0.012268434958532453,0.012499335365226636,1.0971636229753494,1.1622613668441772
45,0.012228023293428123,0.012093624494110163,1.0977533656358718,1.1620577573776245
46,0.01214822149835527,0.01209860721316475,1.0976645374298095,1.1617519855499268
47,0.012148400475271047,0.01210682112007187,1.0969494903087615,1.1617894172668457
48,0.012148251025937497,0.012092442287561985,1.0964584934711457,1.16153085231781
49,0.012147376937791705,0.012495827359648852,1.0946658396720885,1.1613415479660034
50,0.012312292866408826,0.012203725556341501,1.1008178544044496,1.1608541011810303
