variant,seed,epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
S04_concat_Mshell_delta,2,1,0.09220795851200819,0.025718084178291835,1.273999962285161,4.208499908447266
S04_concat_Mshell_delta,2,2,0.01815404897555709,0.014469579936793217,1.2876336681842804,2.136904716491699
S04_concat_Mshell_delta,2,3,0.011634482983499766,0.00947192465313352,1.466486142873764,2.143554210662842
S04_concat_Mshell_delta,2,4,0.008839386724866926,0.008949583073934684,1.3128034281730652,1.824968695640564
S04_concat_Mshell_delta,2,5,0.008141197748482227,0.00666711235848757,1.326612296178937,1.9056861400604248
S04_concat_Mshell_delta,2,6,0.008212394365109503,0.00812828318717388,1.372297946959734,1.8562135696411133
S04_concat_Mshell_delta,2,7,0.007461151909083128,0.009508258663117886,1.3502885089814662,1.7603410482406616
S04_concat_Mshell_delta,2,8,0.0077887214533984665,0.012828385529036705,1.4661692070960999,1.7897413969039917
S04_concat_Mshell_delta,2,9,0.006970424787141383,0.012323593434232932,1.2915469141304492,1.8533610105514526
S04_concat_Mshell_delta,2,10,0.007006216398440302,0.006291107202951725,1.423115538060665,1.8304945230484009
S04_concat_Mshell_delta,2,11,0.006506143072620034,0.005597553538301816,1.4351012593507766,1.7802202701568604
S04_concat_Mshell_delta,2,12,0.005552467443048954,0.005646409932523966,1.3483014295250177,1.624139428138733
S04_concat_Mshell_delta,2,13,0.0053670527786016465,0.005477540123348053,1.4013167989253998,1.5864518880844116
S04_concat_Mshell_delta,2,14,0.005359825587365776,0.0048754929493253045,1.345372709929943,1.70612370967865
S04_concat_Mshell_delta,2,15,0.00561152258887887,0.006782577552187901,1.2981458507478236,1.7309575080871582
S04_concat_Mshell_delta,2,16,0.005758196972310543,0.006356703332410409,1.42465884052217,1.6998310089111328
S04_concat_Mshell_delta,2,17,0.005333038810640574,0.004627971587559352,1.2609001411497593,1.7564843893051147
S04_concat_Mshell_delta,2,18,0.005377772671636194,0.004718013394337434,1.4099906887114049,1.7136307954788208
S04_concat_Mshell_delta,2,19,0.006210130082909018,0.0072473774735744186,1.455115118175745,1.791158676147461
S04_concat_Mshell_delta,2,20,0.005507235194090754,0.005573559910632097,1.3995338995754718,1.7659907341003418
S04_concat_Mshell_delta,2,21,0.004965540615376085,0.005734873720659659,1.3601357406377792,1.7581690549850464
S04_concat_Mshell_delta,2,22,0.006630350910127163,0.005684255371586635,1.464463215470314,1.835849404335022
S04_concat_Mshell_delta,2,23,0.0049255990167148414,0.003849116404755757,1.4114071525633336,1.676621675491333
S04_concat_Mshell_delta,2,24,0.0045767301367595796,0.0053730177907989575,1.328465068936348,1.6629700660705566
S04_concat_Mshell_delta,2,25,0.0046249895240180194,0.0038191345162116564,1.3979333193600179,1.6699578762054443
S04_concat_Mshell_delta,2,26,0.004005061592906713,0.0039149351740399236,1.240881187170744,1.5967406034469604
S04_concat_Mshell_delta,2,27,0.0039478274551220235,0.004727374529466033,1.3632593867182732,1.6836849451065063
S04_concat_Mshell_delta,2,28,0.004305946039967239,0.0037457671088094893,1.3966819487512112,1.6979880332946777
S04_concat_Mshell_delta,2,29,0.003709607736673206,0.0034162023176367465,1.3776708817481995,1.578436255455017
S04_concat_Mshell_delta,2,30,0.004271282299887389,0.0037838797479008254,1.363270177692175,1.7759735584259033
S04_concat_Mshell_delta,2,31,0.0036673184717074037,0.004399250297305675,1.3545282004773618,1.6427081823349
S04_concat_Mshell_delta,2,32,0.0036831044196151195,0.003248319155178391,1.2841237565875054,1.6318135261535645
S04_concat_Mshell_delta,2,33,0.003571468663867563,0.003111419196312244,1.3155742728710174,1.5834178924560547
S04_concat_Mshell_delta,2,34,0.00388639091514051,0.0053890562759569055,1.238155085593462,1.685652732849121
S04_concat_Mshell_delta,2,35,0.003941944045946002,0.0037030250980303837,1.367723227739334,1.6996103525161743
S04_concat_Mshell_delta,2,36,0.003369476187508553,0.0034268965335706105,1.4278104138374328,1.5810801982879639
S04_concat_Mshell_delta,2,37,0.0032798329344950615,0.0030236806219013836,1.2415115413069726,1.5872597694396973
S04_concat_Mshell_delta,2,38,0.003794425225351006,0.002823611139319837,1.2512691412866115,1.6971213817596436
S04_concat_Mshell_delta,2,39,0.0037369445199146867,0.003478236156157576,1.2685382463037969,1.6791141033172607
S04_concat_Mshell_delta,2,40,0.0036078251036815345,0.0043808519661139985,1.3055111683905125,1.6969047784805298
S04_concat_Mshell_delta,2,41,0.0034143913350999353,0.003835605242504523,1.1935728499293328,1.65009605884552
S04_concat_Mshell_delta,2,42,0.0032212181738577785,0.0035029333622123185,1.2619125956296922,1.6446008682250977
S04_concat_Mshell_delta,2,43,0.003670920052099973,0.003602303134707304,1.278238598704338,1.7272474765777588
S04_concat_Mshell_delta,2,44,0.0032213136251084506,0.0029758862936152862,1.2097938168048858,1.5986732244491577
S04_concat_Mshell_delta,2,45,0.003078976881224662,0.0029531239102093074,1.3724838852882386,1.5684243440628052
S04_concat_Mshell_delta,2,46,0.0030303541012108325,0.0032162551338282917,1.425347763299942,1.570908784866333
S04_concat_Mshell_delta,2,47,0.003714027269743383,0.004542871969393813,1.391589929908514,1.6626251935958862
S04_concat_Mshell_delta,2,48,0.0038690414885059,0.0036062553274230314,1.519898926615715,1.6741089820861816
S04_concat_Mshell_delta,2,49,0.003672617330448702,0.002802992212729385,1.439227096438408,1.6635900735855103
S04_concat_Mshell_delta,2,50,0.0032832022034563124,0.0027854835990673075,1.1872259356081485,1.688812017440796
