dataset,family,baseline_nmse,pc_nmse,baseline_psnr,pc_psnr,baseline_ssim,pc_ssim
Unseen-Parameter OOD,line,0.6506694297524608,0.6694445307441984,29.709537259437337,29.58599549635478,0.6421689647383848,0.6290601306718694
Unseen-Parameter OOD,line,0.6532545863811596,0.6797138464355227,29.4234046184536,29.250968054641014,0.6137931066414151,0.5939326252804129
Unseen-Parameter OOD,line,0.6543774484955812,0.6688139652922562,29.691205677519065,29.5964357758902,0.6457443512055151,0.6330194104628605
Unseen-Parameter OOD,line,0.6554073757912927,0.6602563040325748,29.326250184578374,29.294237991796415,0.6340237613887221,0.6237491180955879
Unseen-Parameter OOD,line,0.6561704952842051,0.6734519610530149,29.024586763584775,28.911687599522505,0.5620231466330344,0.5502121046572254
Unseen-Parameter OOD,line,0.6563956925457269,0.6823141910054088,29.26858207102693,29.10039505761322,0.6110482346191874,0.589109680479958
Unseen-Parameter OOD,line,0.6612198868731838,0.693166013329019,28.743104407022603,28.5381907713519,0.5990426121837513,0.5711763427365788
Unseen-Parameter OOD,line,0.6631528728479332,0.6727489365174661,28.711530109784,28.64913639669968,0.5716120536941289,0.5658259054038034
Unseen-Parameter OOD,line,0.667341473235327,0.6537689602986781,29.050241366081153,29.139479478387074,0.5730716873581116,0.5901653249441738
Unseen-Parameter OOD,line,0.6702816295796904,0.6490199472705047,30.091009186138052,30.231002079194536,0.6076241002827887,0.6220664990169719
Unseen-Parameter OOD,line,0.6711729469957007,0.6913554441069613,28.99795430365927,28.869284889708982,0.6033560956611067,0.5841598988796315
Unseen-Parameter OOD,line,0.6738341911817547,0.6881720266678779,28.325611846654915,28.23417204899898,0.6179212977085207,0.6013166825869031
Unseen-Parameter OOD,line,0.6761972542901346,0.6812410296586382,28.659373477543205,28.62709948663309,0.5862268641586811,0.5810128543237979
Unseen-Parameter OOD,line,0.6763785724742369,0.6668581632236162,28.742022848709972,28.80358682492111,0.5449566072988855,0.5524648248108842
Unseen-Parameter OOD,line,0.6775604642874085,0.6888059353520819,27.904926953598657,27.83343892291282,0.5171763592425986,0.5073692687842075
Unseen-Parameter OOD,line,0.6790170682115988,0.690204185181782,28.940618689295196,28.869649657959616,0.5614410697534407,0.5514422037387402
Unseen-Parameter OOD,line,0.6803859396200802,0.7100558504627189,28.60957940846243,28.42420740882609,0.5877629279317617,0.5612286274214908
Unseen-Parameter OOD,line,0.6830580645065756,0.7002012001124973,28.940077190165887,28.832425174975747,0.597061009824578,0.5800480690055451
Unseen-Parameter OOD,line,0.6834799517765942,0.6980599354259118,28.518375461351027,28.42670614724439,0.559751527446378,0.550401607559031
Unseen-Parameter OOD,line,0.6881314869036051,0.7142792462560644,28.973653124991866,28.811687226436852,0.5924475005822664,0.5651673602937302
Unseen-Parameter OOD,line,0.6895455242668818,0.6840721056419199,28.737810430159318,28.772421038228412,0.5389598273721393,0.5423630150883948
