dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Main Test,point_cluster_test_0005,point_cluster,Baseline-Ours,0.9303477679500168,31.679498152521504,0.5947786081840788,0.2589514645235613,7.623130644154526
Main Test,point_cluster_test_0005,point_cluster,Ours-PC-P1,0.9302835183531831,31.679798113190643,0.5913779180947139,0.2619581881444901,7.535633295300658
Main Test,point_cluster_test_0006,point_cluster,Baseline-Ours,0.9459732610235805,35.30919224410538,0.7903810892782052,0.5388436153018847,3.6634392400702707
Main Test,point_cluster_test_0006,point_cluster,Ours-PC-P1,0.9496872658136707,35.29217472373737,0.7854996125394358,0.5417854927945882,3.6435468849046524
Main Test,point_cluster_test_0007,point_cluster,Baseline-Ours,1.010955725360241,35.56079167430478,0.7988916881652962,0.26123435152228924,7.556513272680469
Main Test,point_cluster_test_0007,point_cluster,Ours-PC-P1,1.0426368423532082,35.42678204857594,0.7914041306873947,0.26446917722932994,7.46408661016295
Main Test,point_cluster_test_0008,point_cluster,Baseline-Ours,0.9387646871039792,35.02447425372218,0.7523479724773405,0.2590383522631601,7.620573661435366
Main Test,point_cluster_test_0008,point_cluster,Ours-PC-P1,0.9344110226650506,35.044662067484886,0.7525284354102836,0.2621604718733579,7.529818780276861
Main Test,point_cluster_test_0009,point_cluster,Baseline-Ours,0.9692971398254432,36.21484622089866,0.8331336777087998,0.3577121634455398,5.518461618817137
Main Test,point_cluster_test_0009,point_cluster,Ours-PC-P1,0.9503936814053849,36.30038007921954,0.8343149374455189,0.36049348302185535,5.475884967492121
Main Test,point_cluster_test_0010,point_cluster,Baseline-Ours,0.9350038489397938,31.57451709201153,0.6056836929349099,0.3971102054649964,4.9709647785223074
Main Test,point_cluster_test_0010,point_cluster,Ours-PC-P1,0.9144669623776245,31.670970970666595,0.609106237114152,0.40086237411014736,4.924435347518648
Main Test,point_cluster_test_0011,point_cluster,Baseline-Ours,0.9790831829681453,34.99885233434505,0.7500868388629357,0.26627125343773517,7.413571007280583
Main Test,point_cluster_test_0011,point_cluster,Ours-PC-P1,0.9557964360831077,35.10339417206235,0.7523859034825852,0.2693571581039578,7.328637035130825
Main Test,point_cluster_test_0012,point_cluster,Baseline-Ours,0.927098166632995,33.983489146157105,0.7039821492990495,0.311871501239948,6.329596762480326
Main Test,point_cluster_test_0012,point_cluster,Ours-PC-P1,0.9188245812811741,34.022420479500354,0.7067533376297689,0.31492047593928874,6.268315322052324
Main Test,point_cluster_test_0013,point_cluster,Baseline-Ours,0.9920419698324258,32.395315971983656,0.6261875868119475,0.356251853373833,5.541082315400095
Main Test,point_cluster_test_0013,point_cluster,Ours-PC-P1,0.9859063802526998,32.4222597089777,0.6250524413412255,0.3591410119552165,5.496506327170472
Main Test,point_cluster_test_0014,point_cluster,Baseline-Ours,0.88560473765874,34.78935443235882,0.7442931115099068,0.23868985319975763,8.270233602708748
Main Test,point_cluster_test_0014,point_cluster,Ours-PC-P1,0.8843427816075353,34.79554760324325,0.7430501553732666,0.24174516275525093,8.165709799772928
Main Test,point_cluster_test_0015,point_cluster,Baseline-Ours,1.0206425867016031,34.307047948870256,0.7183514931393047,0.3139731642743573,6.287227920005631
Main Test,point_cluster_test_0015,point_cluster,Ours-PC-P1,1.0099421728533098,34.35281967615908,0.7179023907744937,0.3175218398682773,6.216960840794979
Main Test,point_cluster_test_0016,point_cluster,Baseline-Ours,0.9875220572816817,31.93322885990574,0.6328347941305004,0.4693937702989206,4.20546877582366
