dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0064,point_cluster,Baseline-Ours,1.0237231998888936,32.99232854173094,0.6516447048084129,0.4182258970104158,4.2692467158173155
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0064,point_cluster,Ours-PC-P1,1.0195025178082149,33.01027093209482,0.6530134010981372,0.4164686370640993,4.2872605002586495
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0065,point_cluster,Baseline-Ours,0.9728168299643303,32.125644264700064,0.6170142940197936,0.3071072951424867,5.813960024795427
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0065,point_cluster,Ours-PC-P1,0.9572055414784812,32.195903054468104,0.6187130901704432,0.3063062410801649,5.829164730646719
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0066,point_cluster,Baseline-Ours,1.0345424966359635,31.3532447056018,0.569466480749906,0.3380042880307883,5.2825055790973545
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0066,point_cluster,Ours-PC-P1,1.0387554264886245,31.335595282468883,0.5615381392500727,0.34026521909981966,5.247405368098096
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0067,point_cluster,Baseline-Ours,1.0090749435045632,31.1105211049857,0.5525255261266413,0.5152480418328196,3.465339782622222
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0067,point_cluster,Ours-PC-P1,0.9945567778856994,31.173459768763916,0.5581171620624832,0.5139305791817605,3.474223192019854
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0068,point_cluster,Baseline-Ours,0.9656039100793311,31.094420768702335,0.558245915649286,0.31433973694220185,5.68019034007709
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0068,point_cluster,Ours-PC-P1,0.9588997879308313,31.124678785151822,0.5576482038879695,0.31172190606594086,5.727892401966021
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0069,point_cluster,Baseline-Ours,0.9836003608812426,31.191400952418995,0.5633528327429779,0.3618220188654959,4.934773021498218
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0069,point_cluster,Ours-PC-P1,0.9723167485397876,31.241510042163153,0.5641625995096134,0.3609299317467958,4.946969980129168
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0070,point_cluster,Baseline-Ours,1.0203330974153695,31.633987579497358,0.5850158226536742,0.519964441889897,3.4339070010090267
