dataset,model,NMSE_mean,NMSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,runtime_mean,runtime_std,speedup_vs_BP,num_samples
Leave-One-Family-Out Focused OOD,Baseline-Ours,0.9775761767232864,0.04849908550805176,31.595202354938646,0.6162508536853383,0.5898914518756383,0.03397872737143457,0.3955772998393513,0.07552731459689319,4.671495192620117,100
Leave-One-Family-Out Focused OOD,Ours-PC-P1,0.9659669254051042,0.042650072347190225,31.645996380329812,0.615083503113502,0.5910690418554624,0.033685809481485134,0.39420610258122907,0.07555636723387292,4.689018644232427,100
