dataset,model,NMSE_mean,NMSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,runtime_mean,runtime_std,speedup_vs_BP,num_samples
Main Test,Baseline-Ours,0.8074824425399331,0.1326464728569129,31.144169308630467,2.7035537752410184,0.6296994626247899,0.10339260818583373,0.3805281818611549,0.24193411554374133,5.933081708844484,100
Main Test,Ours-PC-P1,0.8035979396781707,0.12696088646559608,31.160136400650128,2.7265733014759506,0.6295254983571246,0.10267457783801036,0.3840299410512671,0.2420078542594964,5.867864809203939,100
