variant,seed,family,n,NMSE,PSNR,SSIM
S08_rsbfilm_middeep_default,0,cross,15,0.9907404477041066,30.01379170635561,0.47341905166704873
S08_rsbfilm_middeep_default,0,double-line,15,0.992832870656107,27.429731454556176,0.33015324478116936
S08_rsbfilm_middeep_default,0,line,20,0.9944254846281677,30.693579154076854,0.5102609309353945
S08_rsbfilm_middeep_default,0,point_cluster,20,1.0002166297787052,33.99247051130429,0.700332419569287
S08_rsbfilm_middeep_default,0,small_rect_edge,10,0.9926135414538517,29.621339566810498,0.45260592152363477
S08_rsbfilm_middeep_default,1,L-shape,20,0.9841129716663379,28.362847585674825,0.38787568752918167
S08_rsbfilm_middeep_default,1,cross,15,0.9848328586863637,30.039819963562863,0.48140436733844394
S08_rsbfilm_middeep_default,1,double-line,15,0.9835055292619289,27.47078270779933,0.3410325448774864
S08_rsbfilm_middeep_default,1,line,20,0.9861351422801423,30.73020418311352,0.5176516457161147
S08_rsbfilm_middeep_default,1,point_cluster,20,1.009338816150556,33.953478157042724,0.6999660576307944
S08_rsbfilm_middeep_default,1,small_rect_edge,10,0.9902877861470397,29.63170285057395,0.4574084721755728
S08_rsbfilm_middeep_default,2,L-shape,20,1.0009010364514195,28.28982547300351,0.388437288130579
S08_rsbfilm_middeep_default,2,cross,15,1.0097518465843822,29.93181288094093,0.47583957807674354
S08_rsbfilm_middeep_default,2,double-line,15,0.9978255056076486,27.40820734460753,0.34286961218613937
S08_rsbfilm_middeep_default,2,line,20,1.018190963712508,30.592800024361072,0.5109332454134073
S08_rsbfilm_middeep_default,2,point_cluster,20,1.0704059477168264,33.70128682026338,0.6834126148044649
S08_rsbfilm_middeep_default,2,small_rect_edge,10,1.0104890239315174,29.543900191728916,0.45308717510508834
S09_concat_Mshell_delta_Pcyc_sincos,0,L-shape,20,0.9932584906091548,28.3226422962501,0.376924509021262
S09_concat_Mshell_delta_Pcyc_sincos,0,cross,15,0.9952143769131112,29.99422681564184,0.47003877279942186
S09_concat_Mshell_delta_Pcyc_sincos,0,double-line,15,0.9949509429387732,27.42046012392656,0.32728222736927987
S09_concat_Mshell_delta_Pcyc_sincos,0,line,20,0.9936782996315433,30.69681036039649,0.5093118613430245
S09_concat_Mshell_delta_Pcyc_sincos,0,point_cluster,20,0.9970783763292375,34.00605404142338,0.7004557897681524
S09_concat_Mshell_delta_Pcyc_sincos,0,small_rect_edge,10,0.995523851279106,29.6086079609521,0.44940552345394347
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,L-shape,20,0.9991766408744038,28.296827639056175,0.37295515498471365
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,cross,15,0.9995377040312569,29.975380985442538,0.4676456607978212
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,double-line,15,0.9994195945581513,27.400978853945716,0.3243804891711296
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,line,20,1.0004926293908436,30.667116639982236,0.5061959350312744
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,point_cluster,20,1.000747381904872,33.990103645532734,0.6992909027335628
S10_geometry_branch_bottleneck_concat_Pcyc_sincos,0,small_rect_edge,10,0.9998569925644178,29.589722293723856,0.44728238362612815
S11_rsbfilm_Pcyc_sincos,0,L-shape,20,1.001597356186348,28.28661300266473,0.3857316027691979
S11_rsbfilm_Pcyc_sincos,0,cross,15,1.0100109824138819,29.930666071942262,0.4755706017167826
S11_rsbfilm_Pcyc_sincos,0,double-line,15,0.9977292620220136,27.40853416809365,0.340135935956374
S11_rsbfilm_Pcyc_sincos,0,line,20,1.016157648249533,30.60103069666162,0.5105252668068168
S11_rsbfilm_Pcyc_sincos,0,point_cluster,20,1.0655447849302284,33.720770222613716,0.6875426085258665
S11_rsbfilm_Pcyc_sincos,0,small_rect_edge,10,1.010958289562757,29.54195433015439,0.4525704636202743
