variant,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample
S01_ref3,0,L_shape_test_0008,L-shape,3.9257124046223932,24.535223746564444,0.1517940992573826,0.011288892477750778,0.0
S01_ref3,0,L_shape_test_0009,L-shape,5.426535435410413,19.05801342341531,0.055014476954555934,0.02903236262500286,0.0
S01_ref3,0,L_shape_test_0010,L-shape,2.991112256922217,25.844124880245033,0.2557087740372253,0.00795796886086464,0.0
S01_ref3,0,L_shape_test_0011,L-shape,2.9436238075839745,28.691020540287305,0.3587993153961883,0.005845237988978624,0.0
S01_ref3,0,L_shape_test_0012,L-shape,1.4944414723816883,25.0135498933495,0.2895905895943398,0.009194079786539078,0.0
S01_ref3,0,L_shape_test_0013,L-shape,1.6815826113718695,25.005011336679388,0.2601414049761634,0.009763726033270359,0.0
S01_ref3,0,L_shape_test_0014,L-shape,3.748547361567417,26.454167979392377,0.24751686536190284,0.007755553349852562,0.0
S01_ref3,0,L_shape_test_0015,L-shape,2.5847282716709543,21.741474533725725,0.1267341368016889,0.019355561584234238,0.0
S01_ref3,0,L_shape_test_0016,L-shape,1.9683844789345752,24.469654597883007,0.2327814117408584,0.01114949956536293,0.0
S01_ref3,0,L_shape_test_0017,L-shape,2.7173505052346063,21.958664994118116,0.1454454158288662,0.016943052411079407,0.0
S01_ref3,0,L_shape_test_0018,L-shape,2.0331411919772306,23.11797808350686,0.18169766669027637,0.013153130188584328,0.0
S01_ref3,0,L_shape_test_0019,L-shape,11.131529136575391,22.864459928916983,0.0865607709487707,0.012968703173100948,0.0
S01_ref3,0,double_line_test_0000,double-line,1.4189561916965179,24.712876898541637,0.32368730959949105,0.00894961878657341,0.0
S01_ref3,0,double_line_test_0001,double-line,2.2537478413249934,23.108057155720658,0.16796838724166624,0.014489470981061459,0.0
S01_ref3,0,double_line_test_0002,double-line,1.347697752556682,29.949906212283317,0.47839494157162543,0.002656852826476097,0.0
S01_ref3,0,double_line_test_0003,double-line,2.032300334940617,22.547409483099422,0.18892443253079708,0.017394784837961197,0.0
S01_ref3,0,double_line_test_0004,double-line,1.8021684738711559,23.337169241489132,0.2183967914429537,0.01453909371048212,0.0
S01_ref3,0,double_line_test_0005,double-line,1.0515953789530075,25.77581109340973,0.27927709485082103,0.005461409222334623,0.0
S01_ref3,0,double_line_test_0006,double-line,2.4569996535427463,21.398725187332026,0.16274390659856275,0.01755886897444725,0.0
S01_ref3,0,double_line_test_0007,double-line,11.619962046353578,21.290359695995093,0.052719236633647824,0.01798316091299057,0.0
S01_ref3,0,double_line_test_0008,double-line,6.393358612580016,20.31020316479955,0.050341055234826786,0.023033034056425095,0.0
S01_ref3,0,double_line_test_0009,double-line,3.1704852829823147,22.958794699562993,0.16987633294568028,0.013805760070681572,0.0
S01_ref3,0,double_line_test_0010,double-line,2.6369076156483358,22.12959430612617,0.1698501690578966,0.015006392262876034,0.0
S01_ref3,0,double_line_test_0011,double-line,1.4646527779402727,26.32485132930425,0.31041127943150254,0.00885059218853712,0.0
S01_ref3,0,double_line_test_0012,double-line,4.420801937316856,24.193764470762286,0.20729718341099165,0.0091761015355587,0.0
S01_ref3,0,double_line_test_0013,double-line,2.3514124392668077,21.29911080047188,0.16378248031260403,0.01952323131263256,0.0
S01_ref3,0,double_line_test_0014,double-line,2.9171887998746624,21.12832268280541,0.11072322031668859,0.02182207815349102,0.0
S01_ref3,0,small_rect_edge_test_0000,small_rect_edge,1.856671688444159,27.201516902172813,0.37691903834900436,0.005248184781521559,0.0
S01_ref3,0,small_rect_edge_test_0001,small_rect_edge,5.7986830179431585,23.163875436528567,0.11760286424456741,0.012604792602360249,0.0
S01_ref3,0,small_rect_edge_test_0002,small_rect_edge,1.6127609362147655,25.646138968452775,0.27356527273553055,0.008388127200305462,0.0
S01_ref3,0,small_rect_edge_test_0003,small_rect_edge,9.547541992756518,20.71026289060194,0.05477431927618206,0.019123908132314682,0.0
S01_ref3,0,small_rect_edge_test_0004,small_rect_edge,6.6098219594095715,20.94945943833032,0.0685004309697104,0.01872633583843708,0.0
S01_ref3,0,small_rect_edge_test_0005,small_rect_edge,2.9980905746778514,24.69327025592589,0.17736509973458756,0.00955373514443636,0.0
S01_ref3,0,small_rect_edge_test_0006,small_rect_edge,3.6680777450172832,24.32078624508793,0.15753848932898692,0.01232131291180849,0.0
S01_ref3,0,small_rect_edge_test_0007,small_rect_edge,1.3565659458700565,27.753272021894357,0.3750632077676366,0.004069554153829813,0.0
S01_ref3,0,small_rect_edge_test_0008,small_rect_edge,4.878457563904861,21.539351598518117,0.07739700115420987,0.018167076632380486,0.0
S01_ref3,0,small_rect_edge_test_0009,small_rect_edge,3.255285294039051,25.76992229834135,0.209368462672205,0.00932644959539175,0.0
S01_ref3,0,point_cluster_test_0000,point_cluster,13.364726545708512,21.658723684496497,0.08247248450220265,0.01346984039992094,0.0
S01_ref3,0,point_cluster_test_0001,point_cluster,3.9558694141407313,25.698748756379928,0.22076768391511112,0.009851604700088501,0.0
S01_ref3,0,point_cluster_test_0002,point_cluster,12.368916055710809,24.68232246130341,0.13840100875980121,0.01001445110887289,0.0
S01_ref3,0,point_cluster_test_0003,point_cluster,18.9885798124762,23.079165960302905,0.10246053228788736,0.01072299387305975,0.0
S01_ref3,0,point_cluster_test_0004,point_cluster,4.35650517309383,25.027007013016235,0.19403024276224157,0.010260539129376411,0.0
S01_ref3,0,point_cluster_test_0005,point_cluster,4.571261306511319,24.76559073774483,0.15102242666042043,0.011394094675779343,0.0
S01_ref3,0,point_cluster_test_0006,point_cluster,20.145060345877898,22.02629511088358,0.0809879593410838,0.011867261491715908,0.0
S01_ref3,0,point_cluster_test_0007,point_cluster,24.531646415725273,21.710846067372906,0.06880111609285798,0.012977169826626778,0.0
S01_ref3,0,point_cluster_test_0008,point_cluster,16.457929954995468,22.586289316674133,0.08743811776850305,0.0120964664965868,0.0
S01_ref3,0,point_cluster_test_0009,point_cluster,13.941082898513537,24.63645022794963,0.18961836630456239,0.007390833459794521,0.0
S01_ref3,0,point_cluster_test_0010,point_cluster,4.550754424658355,24.701817352694523,0.1715421267870638,0.010643248446285725,0.0
S01_ref3,0,point_cluster_test_0011,point_cluster,26.124335208885793,20.736596137980314,0.040056444696771526,0.016767136752605438,0.0
S01_ref3,0,point_cluster_test_0012,point_cluster,8.104192872300578,24.567648761043323,0.1633324286417862,0.008592503145337105,0.0
S01_ref3,0,point_cluster_test_0013,point_cluster,9.40680057842769,22.626197096828502,0.0588850085506696,0.017972636967897415,0.0
S01_ref3,0,point_cluster_test_0014,point_cluster,6.964103870402129,25.833101628329782,0.2204103895467587,0.0072594559751451015,0.0
S01_ref3,0,point_cluster_test_0015,point_cluster,6.869029789407138,26.026830862394853,0.22542482987555842,0.006856473162770271,0.0
S01_ref3,0,point_cluster_test_0016,point_cluster,9.044329245940753,22.31493343524932,0.08136752199193524,0.01594388671219349,0.0
S01_ref3,0,point_cluster_test_0017,point_cluster,14.309402495942228,24.590493656888967,0.23099226033744255,0.007245099171996117,0.0
