epoch,train_l1
1,0.030911437682807446
2,0.014133947789669038
3,0.012249228833243251
4,0.008382097035646439
5,0.0057079269131645564
6,0.00504287522751838
7,0.004686972121708095
8,0.004474166063591838
9,0.004038269417360425
10,0.00386266770074144
11,0.0036305947811342775
12,0.0032841379009187223
13,0.003111570727778599
14,0.0030909842462278903
15,0.003004906971473247
16,0.0028827055171132088
17,0.0030830601742491124
18,0.0029268078249879183
19,0.002784449327737093
20,0.002707913669291884
21,0.0025466115574818106
22,0.0023235593922436236
23,0.002446626607561484
24,0.0023188044014386833
25,0.0022052767511922867
26,0.0021989732014480977
27,0.002256394508294761
28,0.0022194696322549133
29,0.0021594846271909772
30,0.0021487702254671605
31,0.0021815491619054227
32,0.002213776798453182
33,0.0021392279490828514
34,0.002047144025564194
35,0.002011196914827451
36,0.001987837116466835
37,0.0020328913826961072
38,0.0019137784675695001
39,0.001868814928457141
40,0.0019223941501695662
41,0.001867840385530144
42,0.0020500152930617334
43,0.001960003451677039
44,0.0018396509485319257
45,0.002023547706194222
46,0.0019518656400032341
47,0.001887043887982145
48,0.00188966216170229
49,0.001904422496445477
50,0.0017697598575614393
