epoch,train_l1
1,0.22651642613112927
2,0.02976135279983282
3,0.01666551607660949
4,0.013291690154001118
5,0.012146413223817945
6,0.013175839902833103
7,0.010532680666074157
8,0.010203505707904697
9,0.011142702610231935
10,0.009296880797483026
11,0.009416345674544573
12,0.009025550638325512
13,0.009956785379908979
14,0.00982409599237144
15,0.008994843307882548
16,0.008301853919401764
17,0.00902488702442497
18,0.00883990022353828
19,0.007455919119529426
20,0.00731634184718132
21,0.007245570230297744
22,0.00820253477897495
23,0.008317385530099274
24,0.00851808642502874
25,0.006625161236152053
26,0.0076126707578077915
27,0.006610214780084789
28,0.006573585332371294
29,0.007254113210365176
30,0.0070308794407173995
31,0.0062497765431180595
32,0.00723735720384866
33,0.007461790177039802
34,0.007681186087429523
35,0.006958719859831035
36,0.005804257914423943
37,0.005722730904817581
38,0.005642430721782148
39,0.005623245867900551
40,0.006367153415922076
41,0.006301672195550054
42,0.005411838490981608
43,0.005390001088380813
44,0.005301644369028509
45,0.00575060399249196
46,0.006312478040345013
47,0.005383872746024281
48,0.006437490512616932
49,0.006096883716527373
50,0.005618024710565805
