method,nmse_mean,psnr_mean,ssim_mean
ref3,28.486655041605122,8.602025683862434,0.02061403897092174
ref5,14.037509297738247,10.952102574195957,0.025314713531850025
ref7,12.533927540882818,11.507545530105334,0.028698815120641485
ref9,10.181901560017975,12.392021398320459,0.029940397781041714
BP,8.063173574187088,13.323832306464062,0.03969115317655178
