epoch,train_l1
1,0.1457023547589779
2,0.039730228465050456
3,0.024627252388745545
4,0.012720210263505578
5,0.008293673070147634
6,0.007829193836078047
7,0.00900858286768198
8,0.0084208727395162
9,0.007077346895821393
10,0.0062361228093504905
11,0.006117234211415052
12,0.006191878276877105
13,0.007621286548674107
14,0.005851201349869371
15,0.006070388425141573
16,0.006233506849966943
17,0.005555999572388828
18,0.005450372940395028
19,0.00614288701210171
20,0.005556498877704144
21,0.005501486994326114
22,0.006744751473888755
23,0.006028521587140858
24,0.006187625902239233
25,0.005469919997267425
26,0.005191760421730578
27,0.004980042760726064
28,0.0057142107654362916
29,0.005120291435159743
30,0.006151870035100728
31,0.004655984384007752
32,0.005058592918794602
33,0.004652195572853088
34,0.0045554971555247905
35,0.005477441446855664
36,0.0050583045952953395
37,0.004684596117585898
38,0.005164740225300193
39,0.00500274684978649
40,0.005350210256874561
41,0.004209170625545084
42,0.00570321561768651
43,0.005546508932020515
44,0.004210673712659627
45,0.004050177913159132
46,0.004493440727237612
47,0.004750096322968602
48,0.004803407003637403
49,0.004760561413131654
50,0.003846055087633431
