epoch,train_l1
1,0.14679712265729905
2,0.039588822312653066
3,0.025869157891720534
4,0.013606688678264619
5,0.009477213728241623
6,0.007881712634116411
7,0.007358284112997353
8,0.007399004250764847
9,0.008458389332517982
10,0.007604651390574872
11,0.007533516166731715
12,0.006517011905089021
13,0.006362323388457298
14,0.007820057375356555
15,0.007963042939081788
16,0.007858614400029183
17,0.007033734573051334
18,0.00682794091058895
19,0.0062278079614043235
20,0.0059586607082746925
21,0.006017586444504559
22,0.006788427974097431
23,0.005525513389147818
24,0.005144760836847126
25,0.006018144937697798
26,0.006507466945331544
27,0.006385509138926864
28,0.005573241871315986
29,0.005808483322616667
30,0.0047453855699859555
31,0.004708167284261436
32,0.005330143256578594
33,0.005917002335190773
34,0.004950734544545412
35,0.004811721644364298
36,0.004511586679145693
37,0.0044540187111124395
38,0.005035255325492471
39,0.005358289894647896
40,0.004601980319712311
41,0.00459943718276918
42,0.004334583764430136
43,0.004146107560954988
44,0.004033470097929239
45,0.00463026134762913
46,0.004506206819787622
47,0.003965561790391803
48,0.0047044745297171175
49,0.004128169564064592
50,0.003864974093157798
