comparison,NMSE_improvement,NMSE_relative_improvement_pct,PSNR_improvement,SSIM_improvement,runtime_overhead
A01 - A00,0.4102381277648528,28.680174039926833,0.842192926870041,0.03283422725787882,8.014899563324462e-05
A02 - A01,0.01776736107899346,1.7416400968171843,0.0671961415396467,0.0012558222522519036,0.0008090539910214911
A03 - A02,0.0012813725472162751,0.12783253186633592,0.0051537346796806105,0.0010142813614821833,9.099044007593315e-05
A03 - A00,0.42928686139106254,30.011890812856947,0.9145428030893683,0.03510433087161291,0.000980193426730669
