epoch,train_l1
1,0.017113522151485084
2,0.012484311098232866
3,0.01209260973148048
4,0.011990101067349315
5,0.01138384863268584
6,0.010167155019007623
7,0.009430941906757653
8,0.00923852221108973
9,0.008940815306268633
10,0.008983412887901068
11,0.008655545390211046
12,0.008816933874040842
13,0.008354377769865095
14,0.008329574996605516
15,0.008329269913956524
16,0.008167716627940535
17,0.008078496619127691
18,0.008146469602361322
19,0.008143162620253861
20,0.008081026137806474
21,0.00802013959735632
22,0.007934962823055685
23,0.00784136451780796
24,0.007681496008299291
25,0.0076263823336921634
26,0.007474045637063682
27,0.007406850103288889
28,0.007359191514551639
29,0.0076577645400539044
30,0.007509566596709192
31,0.0075353704812005165
32,0.0072532302839681505
33,0.007356828427873552
34,0.007321749851107597
35,0.006992634376510978
36,0.006771385902538896
37,0.006704042176716029
38,0.006822279235348105
39,0.006708802082575857
40,0.006560328509658575
41,0.006512394014280289
42,0.006620153989642858
43,0.006605079344008118
44,0.006651946716010571
45,0.006517766080796719
46,0.0062641925225034355
47,0.006583028011955321
48,0.006400205134414136
49,0.006271024586167187
50,0.006305476166307927
