variant,seed,epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
P04_generic_film_scalar_Pcyc,1,1,0.08299012562260032,0.0277174380249702,0.7943081222474575,1.643524169921875
P04_generic_film_scalar_Pcyc,1,2,0.02282127518206835,0.01784145660125292,0.8602766025066376,1.58228600025177
P04_generic_film_scalar_Pcyc,1,3,0.014938850030303001,0.011394959301329576,0.7892927540466189,1.4054206609725952
P04_generic_film_scalar_Pcyc,1,4,0.009558597118593753,0.008479762141807722,0.7506223089620471,1.5891680717468262
P04_generic_film_scalar_Pcyc,1,5,0.008487310917116702,0.007669373164669826,1.2528505355492234,1.6319637298583984
P04_generic_film_scalar_Pcyc,1,6,0.007683825488202274,0.006465407088398933,1.264781259186566,1.618527889251709
P04_generic_film_scalar_Pcyc,1,7,0.006376757281832397,0.0055484097594252,1.0852537263184785,1.5375722646713257
P04_generic_film_scalar_Pcyc,1,8,0.0058455053810030225,0.006235316610680177,1.0608586344122886,1.3684170246124268
P04_generic_film_scalar_Pcyc,1,9,0.00564267645124346,0.004723951775723925,1.02100304313004,1.4731496572494507
P04_generic_film_scalar_Pcyc,1,10,0.005656595986802131,0.008709932283426706,1.0779013914614917,1.4503378868103027
P04_generic_film_scalar_Pcyc,1,11,0.005427735974080861,0.004353886774669473,1.0994437547028064,1.415589451789856
P04_generic_film_scalar_Pcyc,1,12,0.005146591963712126,0.0058485864518353576,1.0516640078276396,1.3639354705810547
P04_generic_film_scalar_Pcyc,1,13,0.0052607114939019085,0.004988873914743845,1.120106324404478,1.418261170387268
P04_generic_film_scalar_Pcyc,1,14,0.004803568359930069,0.004307733024828709,1.1101898261904717,1.3527241945266724
P04_generic_film_scalar_Pcyc,1,15,0.004416401330381632,0.0042228532704309775,1.1077082908153535,1.2343132495880127
P04_generic_film_scalar_Pcyc,1,16,0.004400450540706515,0.00418207452345926,0.9746713402867317,1.3147610425949097
P04_generic_film_scalar_Pcyc,1,17,0.004142975199501961,0.004266652350242321,1.0266334988176822,1.2416114807128906
P04_generic_film_scalar_Pcyc,1,18,0.00414908898761496,0.003939624983244217,1.058773592710495,1.2717700004577637
P04_generic_film_scalar_Pcyc,1,19,0.004080040410626679,0.004101569818046231,1.051181372255087,1.3115845918655396
P04_generic_film_scalar_Pcyc,1,20,0.004185422293376178,0.004021000905105701,1.1274304673075677,1.328683853149414
