epoch,train_l1,val_l1,grad_norm_mean,grad_norm_max
1,0.1457540313154459,0.053323686409455076,1.044242083877325,4.48744010925293
2,0.040176749043166635,0.029770047188951418,0.8317565421015024,2.39988374710083
3,0.024588817954063414,0.017798550570240386,0.8439720328897238,2.0569753646850586
4,0.012092549744993448,0.010590337575055085,1.4626050560176374,2.4419546127319336
5,0.008461921522393823,0.007709688901041563,1.8186159889400004,2.484079599380493
6,0.007957690288312733,0.006823723419354512,1.88976642370224,2.477509021759033
7,0.008468520641326905,0.01245646164394342,1.9708053195476531,2.6380951404571533
8,0.008488484933041036,0.005827552603127865,1.9080048320442438,2.542916774749756
9,0.00729737875983119,0.0064963155354444795,1.748663562759757,2.553544759750366
10,0.0068110374733805655,0.005959057034208224,1.9124549472332,2.384857654571533
11,0.007353227399289608,0.005540369221797356,1.9310639744997025,2.4800617694854736
12,0.0073119668988510965,0.0068721393338189675,1.9281234559416771,2.445457696914673
13,0.007325255805626512,0.005770235071675136,1.7980873450636863,2.4707388877868652
14,0.006521424995735287,0.005216156419080038,1.8152929848432542,2.3769795894622803
15,0.0060129821300506595,0.009033010556147648,1.6984717991948128,2.341963529586792
16,0.006789416288957,0.006053975640008083,1.718495828360319,2.4383084774017334
17,0.006660374964121729,0.005547114862845494,1.7911682498455048,2.407796621322632
18,0.006026363251730799,0.005868729024838943,1.8693031886219977,2.4249987602233887
19,0.0056321019632741805,0.005893389049630899,1.7737995570898055,2.3368356227874756
20,0.006761442092247307,0.006400099704758479,1.9032422131299973,2.42470383644104
21,0.007437956393696368,0.004870978022853916,2.1962828624248503,2.439464569091797
22,0.005914156143553555,0.004900806010342562,1.7751786932349205,2.4200518131256104
23,0.005966468651313335,0.006189766375777813,1.7055313108861447,2.396622896194458
24,0.006876384429633617,0.005982861997416386,2.0278008100390434,2.4015705585479736
25,0.0061175507842563094,0.006396933279644985,1.9534837764501571,2.3528289794921875
26,0.00659648006549105,0.008449216409084888,1.9289498117566108,2.3902997970581055
27,0.0062103158608078956,0.00545854802028491,1.9459768655896186,2.361128807067871
28,0.0051733156829141085,0.0059032347769691395,1.745256617963314,2.2879576683044434
29,0.005191950988955796,0.005113546521617816,1.6425576261803507,2.33504581451416
30,0.004738207298796624,0.005114190387897766,1.717820741534233,2.103925943374634
31,0.004655505025293678,0.005012351768807723,1.7252041172981263,2.0816619396209717
32,0.004940372507553548,0.0056617653642136315,1.5652895009517669,2.312152624130249
33,0.0055256006424315275,0.005887078837706492,1.688623077571392,2.359672784805298
34,0.00536596016259864,0.007456747062790852,1.9133703964948654,2.2861714363098145
35,0.005274970540776849,0.006280358056896008,2.003683770149946,2.3053479194641113
36,0.004686551166232675,0.00415952756212881,1.8104118794202804,2.262692928314209
37,0.005161405552644283,0.004649485944985197,1.7561303040385245,2.3075714111328125
38,0.004359819074161351,0.006850583156427512,1.720241830945015,2.2026772499084473
39,0.0048644238361157475,0.0038521917214473854,1.7340641032159327,2.2635700702667236
40,0.00612352337455377,0.004878024570643902,2.0342030322551725,2.3617324829101562
41,0.0061519986437633635,0.004318689408067327,2.1268664717674257,2.313873767852783
42,0.005755169680342078,0.0036460577617757595,1.9791272976994514,2.319387674331665
43,0.004897775610443205,0.005142464230840023,1.787936819344759,2.2518150806427
44,0.006019525702577085,0.004226570734037803,2.052738667726517,2.3005311489105225
45,0.005603488071355969,0.0044052489460087736,1.9376852855086326,2.28294038772583
46,0.004679944615345448,0.005696098320186138,1.9275953006744384,2.1755025386810303
47,0.0047927120747044685,0.006145915088172142,1.9015649551153182,2.2412233352661133
48,0.005247814897447824,0.004068717700787461,1.9328459239006042,2.2820959091186523
49,0.005767666019964963,0.005050571671185585,2.0388630771636964,2.2608389854431152
50,0.004642686650622636,0.004272514757198783,1.7633763977885246,2.2178056240081787
