epoch,train_l1
1,0.01366464827209711
2,0.01217012908309698
3,0.012261889604851604
4,0.012299474766477943
5,0.012213482474908232
6,0.012246513012796641
7,0.012135757957585156
8,0.01210831744596362
9,0.01226429941598326
10,0.012289445847272873
11,0.01218577123247087
12,0.012158756777644157
13,0.01219847590662539
14,0.012170073930174113
15,0.012183458246290683
16,0.012287650918588043
17,0.012367117535322904
18,0.01227788871154189
19,0.012151515083387495
20,0.012175031257793307
21,0.012178669208660722
22,0.012149316929280759
23,0.012267076494172215
24,0.012280271234922112
25,0.012175084725022316
26,0.012200881065800785
27,0.012221836773678661
28,0.012253444977104663
29,0.012157241832464933
30,0.01215210450347513
31,0.012139173476025462
32,0.012236313074827193
33,0.01218046928755939
34,0.012302904506213963
35,0.012163867456838489
36,0.012164007341489196
37,0.012230110908858479
38,0.012135518249124289
39,0.012208465137518942
40,0.012195787150412798
41,0.012315954016521573
42,0.012207147479057313
43,0.012173051303252578
44,0.012239791406318545
45,0.012153913043439388
46,0.012191996620967984
47,0.01225229362025857
48,0.012261834619566798
49,0.01212096506729722
50,0.012213218584656715
