variant,sample_id,bin,nmse,ssim,mae,boundary_band_m
S07_generic_film_middeep,small_rect_edge_test_0002,large,0.9463879851795916,0.6617775054681739,0.8989028334617615,
S08_rsbfilm_middeep_default,small_rect_edge_test_0002,small,0.9760520966991626,0.5360576209159694,0.910720705986023,
S08_rsbfilm_middeep_default,small_rect_edge_test_0002,medium,0.7352168088467951,0.7795419880028986,0.8034053444862366,
S08_rsbfilm_middeep_default,small_rect_edge_test_0002,large,0.951448124996834,0.659955348059815,0.901303231716156,
S01_ref3,L_shape_test_0003,small,0.49715377051908693,0.8077940368582527,0.49045202136039734,
S01_ref3,L_shape_test_0003,medium,0.46648389785825406,0.8386843870216989,0.47128215432167053,
S01_ref3,L_shape_test_0003,large,0.717436462722037,0.7040552659480249,0.7490202188491821,
S02_plain_residual_unet,L_shape_test_0003,small,0.4771619496855346,0.8161794882955803,0.4792811870574951,
S02_plain_residual_unet,L_shape_test_0003,medium,0.44308534278850514,0.8473986429431498,0.4581761360168457,
S02_plain_residual_unet,L_shape_test_0003,large,0.6832402709269353,0.7188535826130088,0.7308905124664307,
S03_concat_Mshell,L_shape_test_0003,small,0.9905821332842802,0.5887834187650739,0.7745217680931091,
S03_concat_Mshell,L_shape_test_0003,medium,1.0,0.633294926602464,0.7384353280067444,
S03_concat_Mshell,L_shape_test_0003,large,1.0,0.5823308600043572,0.8937371969223022,
S04_concat_Mshell_delta,L_shape_test_0003,small,0.5158386766174384,0.8001527931655275,0.4996646046638489,
S04_concat_Mshell_delta,L_shape_test_0003,medium,0.4787421456215188,0.8340552427905564,0.47838088870048523,
S04_concat_Mshell_delta,L_shape_test_0003,large,0.7460339395847029,0.6918095368774236,0.7632456421852112,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0003,small,1.0,0.5848089496892338,0.7791439294815063,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0003,medium,1.0,0.633294926602464,0.7384353280067444,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0003,large,1.0,0.5823308600043572,0.8937371969223022,
S06_geometry_branch_bottleneck_concat,L_shape_test_0003,small,0.570316414393581,0.7751399771365095,0.5424911379814148,
S06_geometry_branch_bottleneck_concat,L_shape_test_0003,medium,0.5507092819444559,0.8065004899970826,0.5204002261161804,
S06_geometry_branch_bottleneck_concat,L_shape_test_0003,large,0.7560344821995314,0.6871822815027481,0.7702702879905701,
S07_generic_film_middeep,L_shape_test_0003,small,0.7084855293355057,0.7155169222252454,0.6170098185539246,
S07_generic_film_middeep,L_shape_test_0003,medium,0.6891815968286392,0.753418984495355,0.5918311476707458,
S07_generic_film_middeep,L_shape_test_0003,large,0.8872033480415821,0.630538707411247,0.8374595642089844,
S08_rsbfilm_middeep_default,L_shape_test_0003,small,0.7143798943606454,0.712907837483426,0.6203499436378479,
S08_rsbfilm_middeep_default,L_shape_test_0003,medium,0.6962612498432926,0.7506996316741743,0.595297634601593,
S08_rsbfilm_middeep_default,L_shape_test_0003,large,0.8916526274988116,0.6286264862958859,0.8397149443626404,
S01_ref3,cross_test_0003,small,0.25741661530983556,0.9072555808536786,0.41222599148750305,
S01_ref3,cross_test_0003,medium,0.23079421432775665,0.9083698214219228,0.3227729797363281,
S01_ref3,cross_test_0003,large,0.44722973427191565,0.8966377065525604,0.5045720934867859,
S02_plain_residual_unet,cross_test_0003,small,0.24537607825346797,0.9120073234265437,0.4035050868988037,
S02_plain_residual_unet,cross_test_0003,medium,0.21994813645387523,0.9133988773178661,0.3123754858970642,
S02_plain_residual_unet,cross_test_0003,large,0.42878414953027666,0.9011568859109585,0.49226078391075134,
S03_concat_Mshell,cross_test_0003,small,0.9995665585095757,0.5929565681132971,0.8342170119285583,
S03_concat_Mshell,cross_test_0003,medium,0.9872651030703286,0.5218932051694438,0.8370208144187927,
S03_concat_Mshell,cross_test_0003,large,1.0,0.7592787044513423,0.803912341594696,
S04_concat_Mshell_delta,cross_test_0003,small,0.26997204765417016,0.902214165395033,0.421278715133667,
S04_concat_Mshell_delta,cross_test_0003,medium,0.24066410445701442,0.9038626395509174,0.33175790309906006,
S04_concat_Mshell_delta,cross_test_0003,large,0.45861497067481893,0.893860810971516,0.5113976001739502,
S05_concat_Mshell_delta_Pcyc,cross_test_0003,small,1.0,0.5927805465482421,0.8344447016716003,
S05_concat_Mshell_delta_Pcyc,cross_test_0003,medium,1.0,0.5156624822262134,0.8427374362945557,
S05_concat_Mshell_delta_Pcyc,cross_test_0003,large,1.0,0.7592787044513423,0.803912341594696,
S06_geometry_branch_bottleneck_concat,cross_test_0003,small,0.30826572244634015,0.8863462823816158,0.44983386993408203,
S06_geometry_branch_bottleneck_concat,cross_test_0003,medium,0.28246310068935243,0.8842646481127651,0.3688293993473053,
S06_geometry_branch_bottleneck_concat,cross_test_0003,large,0.5050204809583533,0.8823735987019315,0.5412935614585876,
S07_generic_film_middeep,cross_test_0003,small,0.4184635346171017,0.8411851091057592,0.5191217660903931,
S07_generic_film_middeep,cross_test_0003,medium,0.36207048487448334,0.8455884905283038,0.44363927841186523,
S07_generic_film_middeep,cross_test_0003,large,0.6477515640592505,0.8471865029395358,0.6213934421539307,
S08_rsbfilm_middeep_default,cross_test_0003,small,0.4243969849728613,0.8387009425723293,0.5225376486778259,
S08_rsbfilm_middeep_default,cross_test_0003,medium,0.36675254475137753,0.8432800274989851,0.4476650059223175,
S08_rsbfilm_middeep_default,cross_test_0003,large,0.6545248881006036,0.8455158864736574,0.6249622702598572,
S01_ref3,double_line_test_0003,small,0.3611763798457314,0.8170869930881979,0.45734190940856934,
S01_ref3,double_line_test_0003,medium,0.5526619182373357,0.8018682642379243,0.47451287508010864,
S01_ref3,double_line_test_0003,large,0.43092087344926666,0.7745545113081628,0.5657168626785278,
S02_plain_residual_unet,double_line_test_0003,small,0.3453002860834813,0.8260283092657176,0.4463097155094147,
S02_plain_residual_unet,double_line_test_0003,medium,0.5180131337465638,0.8150972848409485,0.4589059352874756,
S02_plain_residual_unet,double_line_test_0003,large,0.41273924262349937,0.785121578841961,0.5530056953430176,
S03_concat_Mshell,double_line_test_0003,small,0.9685781114554326,0.46293765684602023,0.7708086967468262,
S03_concat_Mshell,double_line_test_0003,medium,1.0,0.6321298861094384,0.6438630223274231,
S03_concat_Mshell,double_line_test_0003,large,1.0,0.4359350434178362,0.9026277661323547,
S04_concat_Mshell_delta,double_line_test_0003,small,0.38418907093175353,0.8040664086269067,0.47291311621665955,
S04_concat_Mshell_delta,double_line_test_0003,medium,0.5717017155958122,0.7946011741996026,0.4828518033027649,
S04_concat_Mshell_delta,double_line_test_0003,large,0.44434710649746806,0.7666972584280052,0.5752831101417542,
S05_concat_Mshell_delta_Pcyc,double_line_test_0003,small,0.9641116795255579,0.46640462881289835,0.767703115940094,
S05_concat_Mshell_delta_Pcyc,double_line_test_0003,medium,1.0,0.6321298861094384,0.6438630223274231,
S05_concat_Mshell_delta_Pcyc,double_line_test_0003,large,1.0,0.4359350434178362,0.9026277661323547,
S06_geometry_branch_bottleneck_concat,double_line_test_0003,small,0.43674507908162535,0.7732171629229145,0.5072903037071228,
S06_geometry_branch_bottleneck_concat,double_line_test_0003,medium,0.6133513308654419,0.7785588079583481,0.5003957748413086,
S06_geometry_branch_bottleneck_concat,double_line_test_0003,large,0.49855766237833904,0.733687904489123,0.6165064573287964,
S07_generic_film_middeep,double_line_test_0003,small,0.572139284216781,0.6948420588356365,0.5843648314476013,
S07_generic_film_middeep,double_line_test_0003,medium,0.7874923753825022,0.7118533557345315,0.5702703595161438,
S07_generic_film_middeep,double_line_test_0003,large,0.6492801504189436,0.6444371883978586,0.7084600329399109,
S08_rsbfilm_middeep_default,double_line_test_0003,small,0.5791106685681765,0.6907760255357626,0.5880857110023499,
S08_rsbfilm_middeep_default,double_line_test_0003,medium,0.7958345567069468,0.7086877894517045,0.5733543634414673,
S08_rsbfilm_middeep_default,double_line_test_0003,large,0.6567142837688777,0.6400083104693587,0.7128052115440369,
S01_ref3,line_test_0003,small,0.30331075971832855,0.957642910851122,0.4162091910839081,
S01_ref3,line_test_0003,medium,0.18932907473415225,0.9801052145820244,0.3684241771697998,
S01_ref3,line_test_0003,large,0.2787956675587143,0.9631238085361497,0.5220215320587158,
S02_plain_residual_unet,line_test_0003,small,0.29126875864063484,0.959382927390528,0.40663376450538635,
S02_plain_residual_unet,line_test_0003,medium,0.18298463399386924,0.9807931033446723,0.3609399199485779,
S02_plain_residual_unet,line_test_0003,large,0.27293895873269863,0.963923661711339,0.5164722204208374,
S03_concat_Mshell,line_test_0003,small,0.7198115652024186,0.8952655789369175,0.7103968262672424,
S03_concat_Mshell,line_test_0003,medium,1.0,0.8911021410037144,0.8710248470306396,
S03_concat_Mshell,line_test_0003,large,1.0,0.8637576779252346,0.9898040294647217,
S04_concat_Mshell_delta,line_test_0003,small,0.31731768504262575,0.9555940630708112,0.42801666259765625,
S04_concat_Mshell_delta,line_test_0003,medium,0.18739670375347056,0.9803092283828532,0.3674367070198059,
S04_concat_Mshell_delta,line_test_0003,large,0.28697563001776794,0.9620064733306631,0.5295875072479248,
S05_concat_Mshell_delta_Pcyc,line_test_0003,small,0.825173453517912,0.8790950835201864,0.7669820189476013,
S05_concat_Mshell_delta_Pcyc,line_test_0003,medium,1.0,0.8911021410037144,0.8710248470306396,
S05_concat_Mshell_delta_Pcyc,line_test_0003,large,1.0,0.8637576779252346,0.9898040294647217,
S06_geometry_branch_bottleneck_concat,line_test_0003,small,0.3941627339762718,0.9442132288777361,0.4935254156589508,
S06_geometry_branch_bottleneck_concat,line_test_0003,medium,0.2768104254678667,0.9706182205340744,0.4487374424934387,
S06_geometry_branch_bottleneck_concat,line_test_0003,large,0.38849136884296115,0.9480664805936414,0.6162261962890625,
S07_generic_film_middeep,line_test_0003,small,0.4722780293696606,0.9323551493210024,0.5587801337242126,
S07_generic_film_middeep,line_test_0003,medium,0.3908481076245408,0.958105343243101,0.5393667817115784,
S07_generic_film_middeep,line_test_0003,large,0.5095239346649322,0.9313339219545331,0.7064692974090576,
S08_rsbfilm_middeep_default,line_test_0003,small,0.4770437312942967,0.9316267062373725,0.5625768303871155,
S08_rsbfilm_middeep_default,line_test_0003,medium,0.39891909237332357,0.9572178796990448,0.5450395345687866,
S08_rsbfilm_middeep_default,line_test_0003,large,0.5184811538512076,0.9300938278988078,0.7126592397689819,
S01_ref3,point_cluster_test_0003,small,0.11247862759359312,0.9901853885238168,0.22883562743663788,
S01_ref3,point_cluster_test_0003,medium,0.1859627664089203,0.9864716443912963,0.4312340021133423,
S01_ref3,point_cluster_test_0003,large,0.06657883459854522,0.9940391387121048,0.15192028880119324,
S02_plain_residual_unet,point_cluster_test_0003,small,0.11001443863182231,0.990402986830231,0.22670215368270874,
S02_plain_residual_unet,point_cluster_test_0003,medium,0.17355123162269592,0.987389316084515,0.41659480333328247,
S02_plain_residual_unet,point_cluster_test_0003,large,0.06196769664882269,0.9944588642631165,0.14894956350326538,
S03_concat_Mshell,point_cluster_test_0003,small,0.33430552800537033,0.96950099236596,0.43173837661743164,
S03_concat_Mshell,point_cluster_test_0003,medium,0.4310181438922882,0.968183418205041,0.6565197110176086,
S03_concat_Mshell,point_cluster_test_0003,large,0.695429267873808,0.9341806495174121,0.6434521079063416,
S04_concat_Mshell_delta,point_cluster_test_0003,small,0.12483520086233013,0.9890672692300836,0.23185135424137115,
S04_concat_Mshell_delta,point_cluster_test_0003,medium,0.2173529416322708,0.9841454206971915,0.4662112593650818,
S04_concat_Mshell_delta,point_cluster_test_0003,large,0.07568636516817483,0.993197224690589,0.16505160927772522,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0003,small,0.9739202475370135,0.9092654664314215,0.7860629558563232,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0003,medium,0.731343686580658,0.9456335083146322,0.8551863431930542,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0003,large,0.9858359354974177,0.9062074418151825,0.7961922883987427,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0003,small,0.16388911769551198,0.9854968857177854,0.23334790766239166,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0003,medium,0.27377432584762573,0.9799483857835262,0.523234486579895,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0003,large,0.12604597962112904,0.9885240264299148,0.2450835108757019,
S07_generic_film_middeep,point_cluster_test_0003,small,0.18693345845786952,0.983382261178442,0.25365689396858215,
S07_generic_film_middeep,point_cluster_test_0003,medium,0.32534268498420715,0.9760987386708236,0.5703881978988647,
S07_generic_film_middeep,point_cluster_test_0003,large,0.19243417465536136,0.982294477676069,0.3192395269870758,
S08_rsbfilm_middeep_default,point_cluster_test_0003,small,0.19054532276302769,0.9830500426741945,0.2580607235431671,
S08_rsbfilm_middeep_default,point_cluster_test_0003,medium,0.3309246003627777,0.9756814229691414,0.5752604603767395,
S08_rsbfilm_middeep_default,point_cluster_test_0003,large,0.19800334114857068,0.9817685450229428,0.3248237669467926,
S01_ref3,small_rect_edge_test_0003,small,0.2876879817470617,0.9258765506107867,0.46430549025535583,
S01_ref3,small_rect_edge_test_0003,medium,0.1717895053404511,0.9618861814240738,0.3114255666732788,
S01_ref3,small_rect_edge_test_0003,large,0.18926555646072898,0.9603384988840469,0.35634657740592957,
S02_plain_residual_unet,small_rect_edge_test_0003,small,0.27778432153788785,0.928519706788633,0.4569738805294037,
S02_plain_residual_unet,small_rect_edge_test_0003,medium,0.16472445694097074,0.9635315806680365,0.30403831601142883,
S02_plain_residual_unet,small_rect_edge_test_0003,large,0.1823401393161437,0.961855276727889,0.3498539328575134,
S03_concat_Mshell,small_rect_edge_test_0003,small,1.0,0.7245006059051178,0.8756524920463562,
S03_concat_Mshell,small_rect_edge_test_0003,medium,1.0,0.7572767416527361,0.8011283874511719,
S03_concat_Mshell,small_rect_edge_test_0003,large,1.0,0.7740860870117382,0.8505298495292664,
S04_concat_Mshell_delta,small_rect_edge_test_0003,small,0.29691907226654085,0.9233631032911915,0.4718962609767914,
S04_concat_Mshell_delta,small_rect_edge_test_0003,medium,0.1780349672228459,0.9604120915117879,0.3183734714984894,
S04_concat_Mshell_delta,small_rect_edge_test_0003,large,0.18071268927537795,0.9623009282814564,0.3436374068260193,
S05_concat_Mshell_delta_Pcyc,small_rect_edge_test_0003,small,0.988083998518083,0.7277904379397887,0.8709098696708679,
S05_concat_Mshell_delta_Pcyc,small_rect_edge_test_0003,medium,1.0,0.7572767416527361,0.8011283874511719,
S05_concat_Mshell_delta_Pcyc,small_rect_edge_test_0003,large,1.0,0.7740860870117382,0.8505298495292664,
S06_geometry_branch_bottleneck_concat,small_rect_edge_test_0003,small,0.38190587255149994,0.8995238290580067,0.539440929889679,
S06_geometry_branch_bottleneck_concat,small_rect_edge_test_0003,medium,0.27094813706011606,0.9381190750437491,0.4046361446380615,
S06_geometry_branch_bottleneck_concat,small_rect_edge_test_0003,large,0.2749188425489751,0.9411382108658971,0.43631988763809204,
S07_generic_film_middeep,small_rect_edge_test_0003,small,0.5194196743712437,0.8608828515471728,0.6316351890563965,
S07_generic_film_middeep,small_rect_edge_test_0003,medium,0.3943115992799435,0.907931585266589,0.49545106291770935,
S07_generic_film_middeep,small_rect_edge_test_0003,large,0.40241868286741805,0.9120151584546639,0.5322712063789368,
S08_rsbfilm_middeep_default,small_rect_edge_test_0003,small,0.52746514021393,0.8586048514765687,0.6366302371025085,
S08_rsbfilm_middeep_default,small_rect_edge_test_0003,medium,0.40301805805174756,0.9057797140064577,0.5012682676315308,
S08_rsbfilm_middeep_default,small_rect_edge_test_0003,large,0.4098214473457234,0.9103094308304049,0.5373376607894897,
S01_ref3,L_shape_test_0000,small,0.5572870748514476,0.6726437150418749,0.6604185700416565,
S01_ref3,L_shape_test_0000,medium,0.7170108779470585,0.7998987873136026,0.6996065974235535,
S01_ref3,L_shape_test_0000,large,0.749930991409476,0.6806585385153859,0.7567251324653625,
S01_ref3,L_shape_test_0000,abs_pcyc_le_0p25,0.5663837131786363,0.6535398571568386,0.6580297946929932,
S01_ref3,L_shape_test_0000,abs_pcyc_gt_0p25,0.7511139578182142,0.6278280510603101,0.753675103187561,
S02_plain_residual_unet,L_shape_test_0000,small,0.5356551033640256,0.6863557295365226,0.6476823687553406,
S02_plain_residual_unet,L_shape_test_0000,medium,0.6785362486948413,0.8110227964856962,0.6804618239402771,
S02_plain_residual_unet,L_shape_test_0000,large,0.7137748788490038,0.6967703284123906,0.7382197976112366,
S02_plain_residual_unet,L_shape_test_0000,abs_pcyc_le_0p25,0.5436952846883043,0.6685102914086616,0.6448260545730591,
S02_plain_residual_unet,L_shape_test_0000,abs_pcyc_gt_0p25,0.7136045354562053,0.6473579335526867,0.7345679998397827,
S03_concat_Mshell,L_shape_test_0000,small,0.9695239205980841,0.4024359916440794,0.8985932469367981,
S03_concat_Mshell,L_shape_test_0000,medium,1.0,0.718684356150168,0.8305491209030151,
S03_concat_Mshell,L_shape_test_0000,large,1.0,0.5708693816859353,0.8764078617095947,
S03_concat_Mshell,L_shape_test_0000,abs_pcyc_le_0p25,0.9722597024512639,0.3777341580256011,0.8867345452308655,
S03_concat_Mshell,L_shape_test_0000,abs_pcyc_gt_0p25,1.0,0.5006387008949995,0.8714554309844971,
S04_concat_Mshell_delta,L_shape_test_0000,small,0.5731846557102249,0.6619885791337514,0.6713058352470398,
S04_concat_Mshell_delta,L_shape_test_0000,medium,0.729540942637231,0.7963203952283625,0.7054551243782043,
S04_concat_Mshell_delta,L_shape_test_0000,large,0.7245368627729195,0.6919326241111314,0.7440527081489563,
S04_concat_Mshell_delta,L_shape_test_0000,abs_pcyc_le_0p25,0.5818119129251162,0.6427999666080288,0.6682109832763672,
S04_concat_Mshell_delta,L_shape_test_0000,abs_pcyc_gt_0p25,0.7351649992487179,0.6361267563722693,0.7458353042602539,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0000,small,0.9930569777141705,0.3878208809963646,0.910484254360199,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0000,medium,1.0,0.718684356150168,0.8305491209030151,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0000,large,1.0,0.5708693816859353,0.8764078617095947,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0000,abs_pcyc_le_0p25,0.9936803505738389,0.36397953784897435,0.8972534537315369,
S05_concat_Mshell_delta_Pcyc,L_shape_test_0000,abs_pcyc_gt_0p25,1.0,0.5006387008949995,0.8714554309844971,
S06_geometry_branch_bottleneck_concat,L_shape_test_0000,small,0.6186070565863185,0.631554467650922,0.70148104429245,
S06_geometry_branch_bottleneck_concat,L_shape_test_0000,medium,0.7686765469712342,0.7849386064492979,0.725067138671875,
S06_geometry_branch_bottleneck_concat,L_shape_test_0000,large,0.7985848101378241,0.6590239331700255,0.7813401818275452,
S06_geometry_branch_bottleneck_concat,L_shape_test_0000,abs_pcyc_le_0p25,0.6273952385364928,0.6110497917978336,0.6976473927497864,
S06_geometry_branch_bottleneck_concat,L_shape_test_0000,abs_pcyc_gt_0p25,0.799522454089928,0.6027063577019246,0.7779240608215332,
S07_generic_film_middeep,L_shape_test_0000,small,0.7386839717562593,0.5528515285697116,0.7720993757247925,
S07_generic_film_middeep,L_shape_test_0000,medium,0.9009010100317729,0.7469589474308681,0.7857691645622253,
S07_generic_film_middeep,L_shape_test_0000,large,0.9282351965601141,0.6019638017221869,0.8435969948768616,
S07_generic_film_middeep,L_shape_test_0000,abs_pcyc_le_0p25,0.7464661926734674,0.529984082806785,0.7660937905311584,
S07_generic_film_middeep,L_shape_test_0000,abs_pcyc_gt_0p25,0.9334453388626859,0.5341043519996205,0.8414621353149414,
S08_rsbfilm_middeep_default,L_shape_test_0000,small,0.7442634843698728,0.5491713439093625,0.7753282785415649,
S08_rsbfilm_middeep_default,L_shape_test_0000,medium,0.9068959255020071,0.7452440325695072,0.7884424924850464,
S08_rsbfilm_middeep_default,L_shape_test_0000,large,0.9335552348063118,0.599642820308906,0.8460907936096191,
S08_rsbfilm_middeep_default,L_shape_test_0000,abs_pcyc_le_0p25,0.7520219981305367,0.5261807216768515,0.7692387700080872,
S08_rsbfilm_middeep_default,L_shape_test_0000,abs_pcyc_gt_0p25,0.939034595481998,0.5312762276132788,0.8440330624580383,
S01_ref3,cross_test_0000,small,0.17936771773662594,0.9714082982088484,0.28773921728134155,
S01_ref3,cross_test_0000,medium,0.12045366634272144,0.96622953281369,0.25322091579437256,
S01_ref3,cross_test_0000,large,nan,nan,nan,
S01_ref3,cross_test_0000,abs_pcyc_le_0p25,0.2596129080091944,0.987291207494529,0.28627267479896545,
S01_ref3,cross_test_0000,abs_pcyc_gt_0p25,0.12801923638791757,0.9576900886931843,0.2620949447154999,
S02_plain_residual_unet,cross_test_0000,small,0.17320387539031287,0.9724193577523954,0.28370511531829834,
S02_plain_residual_unet,cross_test_0000,medium,0.11929459485121223,0.9665730845553575,0.2518666684627533,
S02_plain_residual_unet,cross_test_0000,large,nan,nan,nan,
S02_plain_residual_unet,cross_test_0000,abs_pcyc_le_0p25,0.2556997287083123,0.9874838565725024,0.2844027876853943,
S02_plain_residual_unet,cross_test_0000,abs_pcyc_gt_0p25,0.12545637931918432,0.9585831994546347,0.2597099840641022,
S03_concat_Mshell,cross_test_0000,small,1.0,0.830976888484267,0.6984903216362,
S03_concat_Mshell,cross_test_0000,medium,1.0,0.6786491279317419,0.7967402935028076,
S03_concat_Mshell,cross_test_0000,large,nan,nan,nan,
S03_concat_Mshell,cross_test_0000,abs_pcyc_le_0p25,1.0,0.9504305964394126,0.5677696466445923,
S03_concat_Mshell,cross_test_0000,abs_pcyc_gt_0p25,1.0,0.6143855349680106,0.7939646244049072,
S04_concat_Mshell_delta,cross_test_0000,small,0.1801884761603311,0.9712711074884308,0.29089099168777466,
S04_concat_Mshell_delta,cross_test_0000,medium,0.12184877342655039,0.9657904190787301,0.25648367404937744,
S04_concat_Mshell_delta,cross_test_0000,large,nan,nan,nan,
S04_concat_Mshell_delta,cross_test_0000,abs_pcyc_le_0p25,0.2861000449270515,0.9859822539261394,0.29988837242126465,
S04_concat_Mshell_delta,cross_test_0000,abs_pcyc_gt_0p25,0.12712056129089247,0.9579475969090507,0.2635859251022339,
S05_concat_Mshell_delta_Pcyc,cross_test_0000,small,1.0,0.830976888484267,0.6984903216362,
S05_concat_Mshell_delta_Pcyc,cross_test_0000,medium,1.0,0.6786491279317419,0.7967402935028076,
S05_concat_Mshell_delta_Pcyc,cross_test_0000,large,nan,nan,nan,
S05_concat_Mshell_delta_Pcyc,cross_test_0000,abs_pcyc_le_0p25,1.0,0.9504305964394126,0.5677696466445923,
S05_concat_Mshell_delta_Pcyc,cross_test_0000,abs_pcyc_gt_0p25,1.0,0.6143855349680106,0.7939646244049072,
S06_geometry_branch_bottleneck_concat,cross_test_0000,small,0.2709899170042729,0.9560220959004396,0.36026448011398315,
S06_geometry_branch_bottleneck_concat,cross_test_0000,medium,0.19300622940640694,0.9439596845537718,0.3322611451148987,
S06_geometry_branch_bottleneck_concat,cross_test_0000,large,nan,nan,nan,
S06_geometry_branch_bottleneck_concat,cross_test_0000,abs_pcyc_le_0p25,0.38017603971536634,0.9813001146853884,0.349203884601593,
S06_geometry_branch_bottleneck_concat,cross_test_0000,abs_pcyc_gt_0p25,0.2027716625558786,0.9302154695881666,0.3411054313182831,
S07_generic_film_middeep,cross_test_0000,small,0.36205975998665835,0.9406892252232567,0.4147951006889343,
S07_generic_film_middeep,cross_test_0000,medium,0.275547883178074,0.917607028790626,0.4067819118499756,
S07_generic_film_middeep,cross_test_0000,large,nan,nan,nan,
S07_generic_film_middeep,cross_test_0000,abs_pcyc_le_0p25,0.5411858441888644,0.9733085325224813,0.41393595933914185,
S07_generic_film_middeep,cross_test_0000,abs_pcyc_gt_0p25,0.28151291207484536,0.9000694801961344,0.40892842411994934,
S08_rsbfilm_middeep_default,cross_test_0000,small,0.3693824633095506,0.9394417436190562,0.4191707670688629,
S08_rsbfilm_middeep_default,cross_test_0000,medium,0.28157858287529913,0.9156611416174294,0.4115705192089081,
S08_rsbfilm_middeep_default,cross_test_0000,large,nan,nan,nan,
S08_rsbfilm_middeep_default,cross_test_0000,abs_pcyc_le_0p25,0.5521777477528196,0.9727612695977915,0.41821378469467163,
S08_rsbfilm_middeep_default,cross_test_0000,abs_pcyc_gt_0p25,0.2875492846734626,0.8977283350894996,0.41363009810447693,
S01_ref3,double_line_test_0000,small,0.6263890622684897,0.6756797797413664,0.707865834236145,
S01_ref3,double_line_test_0000,medium,0.575918348839442,0.7330841635147344,0.6454794406890869,
S01_ref3,double_line_test_0000,large,0.5154787879251883,0.8091043046895449,0.6168949007987976,
S01_ref3,double_line_test_0000,abs_pcyc_le_0p25,0.6263890622684897,0.6756797797413664,0.707865834236145,
S01_ref3,double_line_test_0000,abs_pcyc_gt_0p25,0.5513736594655645,0.6762591989859669,0.6340456604957581,
S02_plain_residual_unet,double_line_test_0000,small,0.5954733615387535,0.6929039155192074,0.6898799538612366,
S02_plain_residual_unet,double_line_test_0000,medium,0.5473064308969197,0.7474720322095383,0.6284101605415344,
S02_plain_residual_unet,double_line_test_0000,large,0.4850702265592363,0.8212316426993286,0.5975019335746765,
S02_plain_residual_unet,double_line_test_0000,abs_pcyc_le_0p25,0.5954733615387535,0.6929039155192074,0.6898799538612366,
S02_plain_residual_unet,double_line_test_0000,abs_pcyc_gt_0p25,0.5220321191684677,0.6952649999206341,0.6160468459129333,
S03_concat_Mshell,double_line_test_0000,small,0.9858285709893558,0.47461454017550586,0.8956151604652405,
S03_concat_Mshell,double_line_test_0000,medium,1.0,0.5198401030691921,0.8663778901100159,
S03_concat_Mshell,double_line_test_0000,large,1.0,0.6146923550418804,0.877381443977356,
S03_concat_Mshell,double_line_test_0000,abs_pcyc_le_0p25,0.9858285709893558,0.47461454017550586,0.8956151604652405,
S03_concat_Mshell,double_line_test_0000,abs_pcyc_gt_0p25,1.0,0.38633620143235675,0.8707793354988098,
S04_concat_Mshell_delta,double_line_test_0000,small,0.6489598722321781,0.6631531874867492,0.7207642197608948,
S04_concat_Mshell_delta,double_line_test_0000,medium,0.5848920291680286,0.728571233813207,0.6506694555282593,
S04_concat_Mshell_delta,double_line_test_0000,large,0.532188536463959,0.8024989115913534,0.6269282102584839,
S04_concat_Mshell_delta,double_line_test_0000,abs_pcyc_le_0p25,0.6489598722321781,0.6631531874867492,0.7207642197608948,
S04_concat_Mshell_delta,double_line_test_0000,abs_pcyc_gt_0p25,0.563488980605597,0.6684580098899824,0.6411730051040649,
S05_concat_Mshell_delta_Pcyc,double_line_test_0000,small,1.0,0.4669430155707812,0.9017245173454285,
S05_concat_Mshell_delta_Pcyc,double_line_test_0000,medium,1.0,0.5198401030691921,0.8663778901100159,
S05_concat_Mshell_delta_Pcyc,double_line_test_0000,large,1.0,0.6146923550418804,0.877381443977356,
S05_concat_Mshell_delta_Pcyc,double_line_test_0000,abs_pcyc_le_0p25,1.0,0.4669430155707812,0.9017245173454285,
S05_concat_Mshell_delta_Pcyc,double_line_test_0000,abs_pcyc_gt_0p25,1.0,0.38633620143235675,0.8707793354988098,
S06_geometry_branch_bottleneck_concat,double_line_test_0000,small,0.6800831023390908,0.6452292051574454,0.7390624284744263,
S06_geometry_branch_bottleneck_concat,double_line_test_0000,medium,0.6404145599662652,0.7004346897128746,0.6827547550201416,
S06_geometry_branch_bottleneck_concat,double_line_test_0000,large,0.5845587268297303,0.7813449273705272,0.6594857573509216,
S06_geometry_branch_bottleneck_concat,double_line_test_0000,abs_pcyc_le_0p25,0.6800831023390908,0.6452292051574454,0.7390624284744263,
S06_geometry_branch_bottleneck_concat,double_line_test_0000,abs_pcyc_gt_0p25,0.617731336373685,0.6329119893016257,0.6734471917152405,
