variant,sample_id,bin,nmse,ssim,mae,boundary_band_m
S07_generic_film_middeep,line_test_0000,medium,nan,nan,nan,
S07_generic_film_middeep,line_test_0000,large,0.7747848862062496,0.8216758885972201,0.6871371269226074,
S08_rsbfilm_middeep_default,line_test_0000,small,0.6356926463826836,0.7632722222421502,0.6307973861694336,
S08_rsbfilm_middeep_default,line_test_0000,medium,nan,nan,nan,
S08_rsbfilm_middeep_default,line_test_0000,large,0.7823123618848015,0.8198900376850606,0.6906359791755676,
S01_ref3,point_cluster_test_0000,small,0.15483622793375257,0.9769213041896025,0.2812420427799225,
S01_ref3,point_cluster_test_0000,medium,0.2753817136116737,0.9788839788896824,0.26946350932121277,
S01_ref3,point_cluster_test_0000,large,0.396780267228896,0.9428209150947856,0.493389368057251,
S02_plain_residual_unet,point_cluster_test_0000,small,0.14886561134379925,0.9778692898240595,0.2773314118385315,
S02_plain_residual_unet,point_cluster_test_0000,medium,0.24783916519778584,0.9810327811313351,0.2532285153865814,
S02_plain_residual_unet,point_cluster_test_0000,large,0.37048547337426374,0.9467391753409229,0.4751252233982086,
S03_concat_Mshell,point_cluster_test_0000,small,1.0,0.8346496287281385,0.7807095050811768,
S03_concat_Mshell,point_cluster_test_0000,medium,1.0,0.9208242439795351,0.5948296189308167,
S03_concat_Mshell,point_cluster_test_0000,large,1.0,0.8512542740937062,0.8496013283729553,
S04_concat_Mshell_delta,point_cluster_test_0000,small,0.16188361327696046,0.9757544253154249,0.2858937680721283,
S04_concat_Mshell_delta,point_cluster_test_0000,medium,0.29739683722209903,0.9771455363388873,0.28448009490966797,
S04_concat_Mshell_delta,point_cluster_test_0000,large,0.4096434438625012,0.9408788396212514,0.5033173561096191,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0000,small,1.0,0.8346496287281385,0.7807095050811768,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0000,medium,1.0,0.9208242439795351,0.5948296189308167,
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0000,large,1.0,0.8512542740937062,0.8496013283729553,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0000,small,0.2030733193681644,0.9690427037786504,0.316222220659256,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0000,medium,0.3350961578186556,0.9741275986437339,0.31317055225372314,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0000,large,0.4380940752274751,0.9364744992856049,0.5299175381660461,
S07_generic_film_middeep,point_cluster_test_0000,small,0.25770397916128274,0.9600757948438566,0.34738320112228394,
S07_generic_film_middeep,point_cluster_test_0000,medium,0.449246342983618,0.9650761983685291,0.37379714846611023,
S07_generic_film_middeep,point_cluster_test_0000,large,0.5403806851202372,0.9210969907824468,0.5937322974205017,
