category,method,num_seeds,num_test_samples,NMSE_mean,NMSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,MAE_mean,MAE_std,runtime_per_sample_mean,runtime_per_sample_std,network_runtime_per_sample_mean,end_to_end_runtime_per_sample_mean,speedup_vs_BP_mean,source,notes
Exact / high-quality physical baseline,BP,1,100,2.5939188747578403,1.7759448896500936,26.701456970833007,2.0690644384283514,0.37783786213898446,0.10166211109420266,0.007229849763680249,0.0031741884134847175,1.9740208445582539,1.8380486158580676,,1.9740208445582539,1.0,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json,Existing frozen BP cache.
Fast physical backbone,ref3,1,100,5.997081764777547,5.628085308960721,23.797283856458293,2.268127329863038,0.1851951384937236,0.10165039964499636,0.012322662975639104,0.0050104338286741205,0.3793454614747316,0.24193411554374136,,0.3793454614747316,5.203755007069577,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json,Existing frozen ref3 cache.
Intermediate-reference physical baseline,ref9,1,100,2.803776449477663,1.7688769163392573,26.310757938670427,2.1604618283085086,0.3390008106413757,0.10137146281100255,0.00769633574411273,0.003661068425093946,0.7195135024748742,0.539965484503709,,0.7195135024748742,2.7435494091053387,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json,Existing frozen ref9 cache.
Dense-reference physical baseline,ref31,1,100,2.5939188747578403,1.7759448896500936,26.701456970833007,2.0690644384283514,0.37783786213898446,0.10166211109420266,0.007229849763680249,0.0031741884134847175,1.9740208445582539,1.8380486158580676,,1.9740208445582539,1.0,reused 31-reference full reference-surface cache from BP entries; see ref31_implementation_note.md,Dense 31-reference physical baseline using the full 0.00-0.30 m reference grid; numerically sourced from the existing full-reference cache.
Learned compensation baseline,ref3 + residual U-Net,3,100,1.430389254938773,0.6033554866971013,29.237851097933245,1.2800642531391515,0.4497067916079797,0.051410919406367675,0.0029606131008282927,0.0015810082965630754,0.3803038962914676,8.526415744337975e-05,0.0009584348167360683,0.3803038962914676,5.190640600340708,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_001b_full_structure_diagnosis/20260515_001000_fullrunner/checkpoints/S02_plain_residual_unet,S02 checkpoints reused from 001b; runtime is ref3 plus network inference.
Proposed method,ref3 + ReMiC-Net R04,3,100,1.0011023935477104,0.015592364067288228,30.152393901022617,0.06649376705812711,0.4848111224795926,0.0031191728571786695,0.0019695788591828508,0.00034727272703200137,0.3812840897181983,2.814945658948044e-06,0.0019386282434667617,0.3812840897181983,5.177296660915552,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_struc_002b_film_variant_search/20260516_104031/checkpoints/R04_rsbfilm_env_productPcycDelta,R04 checkpoints reused from 002b; runtime is ref3 plus network inference.
