table_method,method,seed,sample_id,family,NMSE,PSNR,SSIM,MAE,runtime_per_sample,network_runtime_per_sample,end_to_end_runtime_per_sample,source
T01_BP,BP,0,double_line_test_0002,double-line,1.4386207966476754,29.666367953547294,0.47951443350377077,0.004365907981991768,1.1812459770590067,,1.1812459770590067,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0003,double-line,1.9144138417274008,22.806930016868883,0.23397500463094753,0.015084285289049149,1.8770295979920775,,1.8770295979920775,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0004,double-line,1.128449069774692,25.37030375213189,0.43627205247248707,0.009941200725734234,2.384370720013976,,2.384370720013976,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0005,double-line,1.357291948604917,24.667565160145443,0.31814108436224325,0.010785178281366825,1.4584487369284034,,1.4584487369284034,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0006,double-line,1.6444665816362514,23.14252544574551,0.250039512383654,0.013664256781339645,2.352632546098903,,2.352632546098903,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0007,double-line,3.1916488601602664,26.90225580518149,0.3276517424302747,0.006740660406649113,1.509602091042325,,1.509602091042325,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0008,double-line,6.51202952788828,20.230330398784737,0.049817783469349404,0.022445784881711006,19.244327600114048,,19.244327600114048,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0009,double-line,2.0595535034823196,24.832321211793005,0.31798670614462415,0.009077220223844051,3.037622031988576,,3.037622031988576,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0010,double-line,1.9801083925252194,23.37365363115017,0.25207309191310906,0.012426100671291351,2.425020530121401,,2.425020530121401,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0011,double-line,1.8574779503875618,25.292961629883525,0.3147436376881749,0.009503538720309734,1.5104942610487342,,1.5104942610487342,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0012,double-line,4.301138058523511,24.31294131026535,0.23870165845708177,0.008368591777980328,2.6691141910851,,2.6691141910851,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0013,double-line,1.4890808118287508,23.283216209203758,0.290122734629903,0.014751655049622059,2.031650018878281,,2.031650018878281,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,double_line_test_0014,double-line,1.7473523133529438,23.354163109068345,0.23554464731350558,0.013473544269800186,1.6315659880638123,,1.6315659880638123,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0000,small_rect_edge,1.7185241191916496,27.53731160729208,0.44710800850931487,0.0047261896543204784,1.0322678361553699,,1.0322678361553699,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0001,small_rect_edge,1.4613847582678954,29.149523700093507,0.4795079841008024,0.004047979135066271,1.1764905918389559,,1.1764905918389559,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
T01_BP,BP,0,small_rect_edge_test_0002,small_rect_edge,2.1242843899659074,24.449712287556878,0.2591471701402092,0.010670439340174198,1.3217660528607666,,1.3217660528607666,/home/superws/2026_Projects/Codex_reference_plane_real/exp/task_real_006d_800_formal/20260419_112717/mainline_vs_baselines_metrics.json
