variant,seed,bin,n,NMSE,MAE,SSIM
P00_rsbfilm_scalar_Pcyc,0,abs_Pcyc_gt_0p25,100,0.995933653911396,0.8288592886924744,0.557537327198364
P00_rsbfilm_scalar_Pcyc,0,abs_Pcyc_le_0p25,100,0.9956418356799374,0.8366391879996073,0.7535880153864605
P00_rsbfilm_scalar_Pcyc,0,large,100,0.9956378461104393,0.8316434609769571,0.7205494820199924
P00_rsbfilm_scalar_Pcyc,0,medium,100,0.9960716311821963,0.8320635038614274,0.7237996211740935
P00_rsbfilm_scalar_Pcyc,0,small,100,0.9958003501024151,0.831852235198021,0.7044263250404014
P00_rsbfilm_scalar_Pcyc,1,abs_Pcyc_gt_0p25,100,0.9830289646696596,0.8233177173137665,0.5634303094385763
P00_rsbfilm_scalar_Pcyc,1,abs_Pcyc_le_0p25,100,0.9816039525308144,0.8306982677007458,0.7571171343014262
P00_rsbfilm_scalar_Pcyc,1,large,100,0.9826397593045569,0.8260873255103526,0.7244658569978063
P00_rsbfilm_scalar_Pcyc,1,medium,100,0.9831400725068897,0.8265567874908447,0.7275745179922077
P00_rsbfilm_scalar_Pcyc,1,small,100,0.9818410831050354,0.8259756684303283,0.7084572860071634
P00_rsbfilm_scalar_Pcyc,2,abs_Pcyc_gt_0p25,100,0.985810836354366,0.8244055312871933,0.5624251953629493
P00_rsbfilm_scalar_Pcyc,2,abs_Pcyc_le_0p25,100,0.9848961462776146,0.831935889327649,0.7566483886675651
P00_rsbfilm_scalar_Pcyc,2,large,100,0.984900839541588,0.8270580473572317,0.7236621020212491
P00_rsbfilm_scalar_Pcyc,2,medium,100,0.9865652441671763,0.8278571808338165,0.7271591311719799
P00_rsbfilm_scalar_Pcyc,2,small,100,0.9849656947403689,0.8271234673261643,0.7079143668034792
P01_rsbfilm_no_Pcyc,0,abs_Pcyc_gt_0p25,100,0.9728055089326111,0.8189861315488816,0.5672272481280298
P01_rsbfilm_no_Pcyc,0,abs_Pcyc_le_0p25,100,0.9722948335853291,0.8268954692427645,0.759213540245211
P01_rsbfilm_no_Pcyc,0,large,100,0.9720152728822639,0.8216174256922019,0.7267427135114899
P01_rsbfilm_no_Pcyc,0,medium,100,0.9736009530747118,0.8225115275382996,0.7298627562179543
P01_rsbfilm_no_Pcyc,0,small,100,0.9723599482626172,0.8221131390333176,0.7111006969155039
P01_rsbfilm_no_Pcyc,1,abs_Pcyc_gt_0p25,100,0.44030681457720555,0.5169550439715386,0.802990278557855
P01_rsbfilm_no_Pcyc,1,abs_Pcyc_le_0p25,100,0.4424490548844684,0.5215595713288513,0.8885056913386632
P01_rsbfilm_no_Pcyc,1,large,100,0.44079424922784255,0.5185418407423328,0.8726065742219653
P01_rsbfilm_no_Pcyc,1,medium,100,0.44077055776074514,0.519254582375288,0.8745955213394316
P01_rsbfilm_no_Pcyc,1,small,100,0.4468771711354565,0.5206901875138282,0.866468356239885
P01_rsbfilm_no_Pcyc,2,abs_Pcyc_gt_0p25,100,0.9924784763755473,0.8274199277162552,0.5591582224857161
P01_rsbfilm_no_Pcyc,2,abs_Pcyc_le_0p25,100,0.9914500798919582,0.834961932344535,0.7546075005693434
P01_rsbfilm_no_Pcyc,2,large,100,0.9925526705618872,0.8303553630607297,0.7215219508677193
P01_rsbfilm_no_Pcyc,2,medium,100,0.9922033459406511,0.8304401957988738,0.7249769756198199
P01_rsbfilm_no_Pcyc,2,small,100,0.9917334443034723,0.8302487319707871,0.7055666427207208
P02_rsbfilm_sincos_Pcyc,0,abs_Pcyc_gt_0p25,100,0.98959761680441,0.8261758518218995,0.5599305286416691
P02_rsbfilm_sincos_Pcyc,0,abs_Pcyc_le_0p25,100,0.9884546254012934,0.8336682221324173,0.7553156823088828
P02_rsbfilm_sincos_Pcyc,0,large,100,0.9900057006045508,0.8292753503780173,0.722044642106619
P02_rsbfilm_sincos_Pcyc,0,medium,100,0.9900634534210413,0.8294995427131653,0.7252597686359061
P02_rsbfilm_sincos_Pcyc,0,small,100,0.9880076952896563,0.8286761146783829,0.7064289496546501
P02_rsbfilm_sincos_Pcyc,1,abs_Pcyc_gt_0p25,100,0.9972343793640722,0.8294194942712784,0.5569431519337578
P02_rsbfilm_sincos_Pcyc,1,abs_Pcyc_le_0p25,100,0.9970706589762652,0.8373448787276278,0.7533291080630058
P02_rsbfilm_sincos_Pcyc,1,large,100,0.9972171452252085,0.8322966899534668,0.7201173246222637
P02_rsbfilm_sincos_Pcyc,1,medium,100,0.9972806590045954,0.8325606006383895,0.7234783878029547
P02_rsbfilm_sincos_Pcyc,1,small,100,0.9971208192204101,0.8325081646442414,0.7040860634780717
P02_rsbfilm_sincos_Pcyc,2,abs_Pcyc_gt_0p25,100,0.9905394482870337,0.8266063904762269,0.5598512491467317
P02_rsbfilm_sincos_Pcyc,2,abs_Pcyc_le_0p25,100,0.9886160192865963,0.8338174942842463,0.7553773731955499
P02_rsbfilm_sincos_Pcyc,2,large,100,0.9903999825199172,0.8294329137513132,0.7221088086422236
P02_rsbfilm_sincos_Pcyc,2,medium,100,0.9910036801647503,0.8299169397354126,0.725291141480652
P02_rsbfilm_sincos_Pcyc,2,small,100,0.9883978972376625,0.8289423990249634,0.7063499930091257
P03_rsbfilm_scalar_plus_sincos_Pcyc,0,abs_Pcyc_gt_0p25,100,0.9964785799696873,0.8290942585468293,0.5572996702907339
P03_rsbfilm_scalar_plus_sincos_Pcyc,0,abs_Pcyc_le_0p25,100,0.9957529897776018,0.836764448696805,0.7536336082679554
P03_rsbfilm_scalar_plus_sincos_Pcyc,0,large,100,0.9965859555345571,0.832022736168871,0.7203148802305427
P03_rsbfilm_scalar_plus_sincos_Pcyc,0,medium,100,0.9965488223974255,0.8322358012199402,0.7237160253038524
P03_rsbfilm_scalar_plus_sincos_Pcyc,0,small,100,0.9956887719082762,0.8318612009286881,0.7044677383715745
P03_rsbfilm_scalar_plus_sincos_Pcyc,1,abs_Pcyc_gt_0p25,100,0.9813368875527982,0.8225760143995285,0.564072210090071
P03_rsbfilm_scalar_plus_sincos_Pcyc,1,abs_Pcyc_le_0p25,100,0.9786622431866884,0.8293705084889206,0.7577196634685833
P03_rsbfilm_scalar_plus_sincos_Pcyc,1,large,100,0.9811293641270602,0.825630473067062,0.7245778656587994
P03_rsbfilm_scalar_plus_sincos_Pcyc,1,medium,100,0.981822978006241,0.8259366106987,0.7282073832533663
P03_rsbfilm_scalar_plus_sincos_Pcyc,1,small,100,0.97845441771132,0.8245604383945465,0.709244213825033
P03_rsbfilm_scalar_plus_sincos_Pcyc,2,abs_Pcyc_gt_0p25,100,0.440285037390875,0.5169407545030117,0.8030005709128405
P03_rsbfilm_scalar_plus_sincos_Pcyc,2,abs_Pcyc_le_0p25,100,0.4424274208266631,0.5215454447207991,0.8885113579082511
P03_rsbfilm_scalar_plus_sincos_Pcyc,2,large,100,0.44077215112010987,0.5185273443207596,0.8726131063167815
P03_rsbfilm_scalar_plus_sincos_Pcyc,2,medium,100,0.4407488361440426,0.5192402450740338,0.8746019033200615
P03_rsbfilm_scalar_plus_sincos_Pcyc,2,small,100,0.44685520058874983,0.5206759814172983,0.8664751787430984
P04_generic_film_scalar_Pcyc,0,abs_Pcyc_gt_0p25,100,0.9946670662934176,0.8283189344406128,0.5580130482513723
P04_generic_film_scalar_Pcyc,0,abs_Pcyc_le_0p25,100,0.9947044044944883,0.8362415414495566,0.7538492585049226
P04_generic_film_scalar_Pcyc,0,large,100,0.9941912561113257,0.8310034455675067,0.7208744041018755
P04_generic_film_scalar_Pcyc,0,medium,100,0.9950738378661756,0.831622548699379,0.7241022452380856
P04_generic_film_scalar_Pcyc,0,small,100,0.9948934118438051,0.83146155834198,0.7046898766310431
P04_generic_film_scalar_Pcyc,1,abs_Pcyc_gt_0p25,100,0.9773693691362202,0.8208651745319366,0.5662519464097108
P04_generic_film_scalar_Pcyc,1,abs_Pcyc_le_0p25,100,0.9758595121631062,0.8280536274320072,0.758691677906812
P04_generic_film_scalar_Pcyc,1,large,100,0.9765921556593473,0.8234138296108053,0.72626652200798
P04_generic_film_scalar_Pcyc,1,medium,100,0.9777221661113412,0.8241250705718994,0.7295845924043589
