variant,seed,family,n,NMSE,PSNR,SSIM
P04_generic_film_scalar_Pcyc,2,small_rect_edge,10,1.0207379942488968,29.500438041227717,0.4513901191235399
P05_generic_film_sincos_Pcyc,0,L-shape,20,1.0096972232368298,28.251788584648597,0.38168107935302414
P05_generic_film_sincos_Pcyc,0,cross,15,1.018933427327355,29.892648381749368,0.47180834193659754
P05_generic_film_sincos_Pcyc,0,double-line,15,1.0053274638784075,27.375681646569014,0.33627117607448587
P05_generic_film_sincos_Pcyc,0,line,20,1.0244760144517717,30.565737374168002,0.5071279843341019
P05_generic_film_sincos_Pcyc,0,point_cluster,20,1.0825779538307025,33.652738569101224,0.682668366290827
P05_generic_film_sincos_Pcyc,0,small_rect_edge,10,1.0171561227446537,29.51537290061966,0.44971801568970493
P05_generic_film_sincos_Pcyc,1,L-shape,20,0.9897678626199251,28.337931026728388,0.37909509761001525
P05_generic_film_sincos_Pcyc,1,cross,15,0.9884347412913421,30.02393512634359,0.47438347458026103
P05_generic_film_sincos_Pcyc,1,double-line,15,0.9905067632666662,27.439946374715692,0.3309918308435631
P05_generic_film_sincos_Pcyc,1,line,20,0.9929225070129453,30.70041585192821,0.5106535812009391
P05_generic_film_sincos_Pcyc,1,point_cluster,20,0.99862884689277,33.999459152429424,0.7009118182034033
P05_generic_film_sincos_Pcyc,1,small_rect_edge,10,0.9931022276560133,29.61925051316457,0.4521484826292331
P05_generic_film_sincos_Pcyc,2,L-shape,20,0.98425414573092,28.36220939241661,0.3851304306660398
P05_generic_film_sincos_Pcyc,2,cross,15,0.9827738324508453,30.048893796066057,0.47918037177042044
P05_generic_film_sincos_Pcyc,2,double-line,15,0.9851277740624467,27.46364077888383,0.33726490471848686
P05_generic_film_sincos_Pcyc,2,line,20,0.9847139388958418,30.736274060468833,0.5161976511986192
P05_generic_film_sincos_Pcyc,2,point_cluster,20,0.9963837449823874,34.00934983539802,0.7024477176415671
P05_generic_film_sincos_Pcyc,2,small_rect_edge,10,0.9877671705261977,29.642686919824662,0.4569287195979486
P06_concat_scalar_plus_sincos_Pcyc,0,L-shape,20,0.9890275321131838,28.341188714121255,0.3826044756227934
P06_concat_scalar_plus_sincos_Pcyc,0,cross,15,0.9889335765375723,30.02182910583003,0.47723286930761494
P06_concat_scalar_plus_sincos_Pcyc,0,double-line,15,0.9891037310529842,27.446097860038716,0.33522260523519687
P06_concat_scalar_plus_sincos_Pcyc,0,line,20,0.9894118691511391,30.71555947521396,0.5138648923776945
P06_concat_scalar_plus_sincos_Pcyc,0,point_cluster,20,1.0003880204715367,33.99200851869868,0.7018222802013391
P06_concat_scalar_plus_sincos_Pcyc,0,small_rect_edge,10,0.990691202847018,29.629780560368346,0.45489868323389293
P06_concat_scalar_plus_sincos_Pcyc,1,L-shape,20,1.1332824399170138,27.782589122437997,0.37050391918310477
P06_concat_scalar_plus_sincos_Pcyc,1,cross,15,1.1671419783289558,29.374256889812536,0.4724907598692364
P06_concat_scalar_plus_sincos_Pcyc,1,double-line,15,1.1420087516705684,26.889320006765285,0.3391419827937916
P06_concat_scalar_plus_sincos_Pcyc,1,line,20,1.3229617021756181,29.665585768470333,0.47337518411356794
P06_concat_scalar_plus_sincos_Pcyc,1,point_cluster,20,2.1445711499163216,31.091088659833144,0.5287681765624146
P06_concat_scalar_plus_sincos_Pcyc,1,small_rect_edge,10,1.2208296851328382,28.777500624759888,0.4083025194749905
P06_concat_scalar_plus_sincos_Pcyc,2,L-shape,20,1.715853646503815,26.207288621767464,0.3205971951524407
P06_concat_scalar_plus_sincos_Pcyc,2,cross,15,2.350090815078419,26.781258234016047,0.3620889467379421
P06_concat_scalar_plus_sincos_Pcyc,2,double-line,15,1.7246119927512056,25.50311895702539,0.3076288935087552
P06_concat_scalar_plus_sincos_Pcyc,2,line,20,2.525322936887657,27.47757070129996,0.38868775898836966
P06_concat_scalar_plus_sincos_Pcyc,2,point_cluster,20,5.669693917570534,27.30703293581008,0.33646436758208215
P06_concat_scalar_plus_sincos_Pcyc,2,small_rect_edge,10,2.0728511845516353,26.850372928789476,0.31990316776158406
