epoch,train_l1
1,0.07120664581656456
2,0.026848226096481086
3,0.017354642609134316
4,0.008765662875957788
5,0.005655094496905804
6,0.004680859218351543
7,0.0048737587640061975
8,0.004581699748523533
9,0.00411218341672793
10,0.0043065911345183845
11,0.0038917783880606295
12,0.0032763900025747717
13,0.003113399769645184
14,0.0032043960923328996
15,0.0033216878166422246
16,0.003195036833640188
17,0.0027990575972944498
18,0.002666510115377605
19,0.0029234027361962943
20,0.0033514411561191082
21,0.0028533623623661695
22,0.00277611545403488
23,0.0027270541992038488
24,0.0030863690690603107
25,0.0027282903669402004
26,0.0025815249513834715
27,0.002379258546279743
28,0.0022190088487695904
29,0.0025389950687531382
30,0.0024006946617737414
31,0.0026167828869074583
32,0.0022228593472391365
33,0.002354266956681386
34,0.0023494024819228796
35,0.002340651626000181
36,0.0023467844387050716
37,0.0022451564262155445
38,0.0020465712784789505
39,0.0025487676006741822
40,0.0022296489065047353
41,0.0022079613455571233
42,0.002004182458622381
43,0.0019134926225524396
44,0.0021841730107553304
45,0.0021595071954652665
46,0.0020930358092300593
47,0.002125088747125119
48,0.002026512305019423
49,0.002284959903918207
50,0.0020790732465684413
