epoch,train_l1
1,0.04665522299706936
2,0.01365080924704671
3,0.0075293929874897005
4,0.006682950465474278
5,0.006363770621828735
6,0.007321496140211821
7,0.005199119730386883
8,0.004823617092333734
9,0.005795764718204737
10,0.006335867608431727
11,0.00498716281959787
12,0.004227002884726971
13,0.004091309437062591
14,0.0041255850601010025
15,0.004274293866474182
16,0.0037443720316514373
17,0.003633674851153046
18,0.004692609414923936
19,0.004440380022861064
20,0.0038588572689332067
21,0.003746979890856892
22,0.0032278521149419247
23,0.0032967555546201763
24,0.003967963035684079
25,0.003650995227508247
26,0.003107329139020294
27,0.0028930789220612497
28,0.0031127757590729745
29,0.0029237436631228773
30,0.0036416119313798846
31,0.004132443126291036
32,0.003345141066238284
33,0.0033916894043795765
34,0.0027411701960954817
35,0.0028756973857525735
36,0.003026233311975375
37,0.002621027084533125
38,0.002757138073211536
39,0.002633624415611848
40,0.002578143890714273
41,0.002638968356186524
42,0.002815667785471305
43,0.0024874188262037932
44,0.0024993522814475
45,0.002478951651137322
46,0.0025388366519473494
47,0.002405057535506785
48,0.002350855963304639
49,0.002893002381315455
50,0.002465367685072124
